,Predicted,SE,lower,upper,LU,FI,EE,V,OP,BS
2965,0.386391396,0.142111692,0.187915354,0.794497666,TRANSPORTATION,0,0,B,0,0
2966,0.482473499,0.1869833,0.225729895,1.031235484,TRANSPORTATION,0,0,F,0,0
2967,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2968,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2969,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2970,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2971,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2972,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2973,1.545174614,1.211733209,0.332247182,7.186109375,RESERVE,0,0,C,0.165664519,0
2974,0.093778523,0.101003475,0.011358552,0.77425462,RESERVE,0,0,G,0,0
2982,0.12986033,0.135832806,0.016715789,1.008848865,BUSINESS,0,1,G,0,0
2983,1.340659449,0.334977435,0.821555841,2.187760915,BUSINESS,0,1,A,0.028102632,3
2984,2.896261906,0.89125288,1.584534269,5.293879215,BUSINESS,0,14,A,2.433230666,4
2985,1.348445296,0.336300955,0.82707423,2.198478263,BUSINESS,0,0,A,0.243423869,2
2986,1.156653337,0.240046165,0.770103361,1.737230364,BUSINESS,3,12,B,0,2
2987,1.348452812,0.33938041,0.823387383,2.208346911,BUSINESS,0,12,A,0,3
2988,1.238767493,0.497888633,0.563472435,2.72337173,GREENERY,0,1,F,0,1
2989,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
2990,0.760140643,0.27646188,0.372660513,1.550509854,RESERVE,0,0,F,0,0
2991,0.608762563,0.210238816,0.309372536,1.197882212,RESERVE,0,0,B,0,0
2992,1.648869444,0.421344626,0.999249834,2.720811503,BUSINESS,0,0,A,0.936185472,2
2993,0.68885442,0.230423634,0.357600627,1.32695632,RESERVE,0,10,B,0,2
2994,0.733699447,0.24344843,0.38289655,1.40590162,RESERVE,0,16,B,0,3
2995,1.423859369,0.298907695,0.943574535,2.14861193,BUSINESS,0,13,B,1.179913273,3
2996,0.850507114,0.186269016,0.553677465,1.30646883,BUSINESS,0,8,B,0,0
2997,1.58369556,0.410277673,0.953139506,2.631400347,BUSINESS,0,25,A,0.115021323,5
2998,1.330810534,0.349600508,0.795257496,2.227022929,BUSINESS,0,11,F,0,4
2999,1.052350354,0.21834234,0.700732884,1.580404306,BUSINESS,0,1,B,0,4
3000,1.262824614,0.317267893,0.77177369,2.066312999,BUSINESS,0,4,A,0,2
3001,1.258027342,0.315679044,0.769301465,2.057233563,BUSINESS,0,1,A,0,2
3002,1.195624477,0.247545516,0.796818836,1.794031245,BUSINESS,2,1,B,0,4
3003,3.035963212,2.29077166,0.691873047,13.32191312,RESIDENTIAL,2,12,C,0,10
3004,0.144398747,0.149383403,0.019009835,1.096853209,GREENERY,0,0,G,0,0
3005,0.760140643,0.27646188,0.372660513,1.550509854,RESERVE,0,0,F,0,0
3006,0.94435601,0.329256349,0.476824276,1.870308033,RESERVE,0,3,F,0.352270985,2
3007,1.242801251,0.405292317,0.655865372,2.354987799,RESERVE,1,3,B,1.6521756,3
3008,0.970704074,0.328610276,0.499955673,1.884699885,TRANSPORTATION,2,70,B,1.66317966,4
3009,0.471366179,0.171488836,0.231036601,0.961692102,TRANSPORTATION,0,14,B,0.623481659,0
3010,0.412296731,0.148324706,0.203698654,0.83451015,TRANSPORTATION,0,0,B,0.032496593,1
3011,0.456912364,0.159244048,0.230765233,0.904680945,TRANSPORTATION,0,1,B,0,3
3012,0.459733445,0.144554114,0.248234742,0.851431345,RESIDENTIAL,0,0,E,0.710584877,0
3013,0.395358048,0.12135178,0.216631462,0.72153871,RESIDENTIAL,0,0,E,0,1
3014,0.146677947,0.111915322,0.032877423,0.65438281,COMMERCIAL,0,64,B,0,0
3015,0.372886954,0.165129336,0.156542016,0.888225947,RESIDENTIAL,0,24,D,0.303047565,3
3016,0.280470138,0.124618089,0.117403754,0.670025412,RESIDENTIAL,0,0,D,0,0
3017,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
3018,0.400914192,0.123198863,0.219523788,0.732185753,RESIDENTIAL,0,11,E,0,1
3019,0.680915081,0.216001703,0.365655848,1.267982861,RESIDENTIAL,1,42,E,0.514058624,6
3020,0.766380711,0.163686285,0.504245404,1.164788789,RESIDENTIAL,0,14,B,0.260119884,2
3021,0.149441443,0.113349889,0.033794258,0.660844365,COMMERCIAL,0,35,B,0,1
3022,0.84201124,0.23319282,0.489305208,1.448958475,RESIDENTIAL,0,7,A,0,0
3023,0.450595789,0.137019779,0.248284055,0.81775918,RESIDENTIAL,0,3,E,0.246314751,2
3024,0.391814582,0.121704902,0.213148142,0.720243982,RESIDENTIAL,0,3,E,0.146889697,0
3025,0.420758592,0.198245821,0.167100766,1.059467272,GREENERY,0,0,D,0,0
3026,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
3027,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
3028,0.396516404,0.121697568,0.217276651,0.72361783,RESIDENTIAL,0,1,E,0.005706776,1
3029,1.988680588,0.467704439,1.254228477,3.153213751,RESIDENTIAL,4,17,B,2.26996481,4
3030,1.847282993,0.357080307,1.264724527,2.698180024,RESIDENTIAL,5,18,B,1.409736388,6
3031,1.294021625,0.422593575,0.682278053,2.454266202,TRANSPORTATION,12,85,B,0.580671863,3
3032,1.281551165,0.241897785,0.885254893,1.855254801,RESIDENTIAL,5,8,B,0.767094573,3
3033,1.742052279,0.358449153,1.163900266,2.607393633,RESIDENTIAL,7,29,B,1.484060137,2
3034,1.585525363,0.857890101,0.549045408,4.578657137,TRANSPORTATION,0,20,B,4.775223401,0
3035,2.847380278,1.000561471,1.429998657,5.669637807,TRANSPORTATION,16,64,B,1.36339715,9
3036,1.30147595,0.323981565,0.798993368,2.119967093,RESIDENTIAL,2,9,A,0.096417996,5
3037,1.120109923,0.235261117,0.742129027,1.690603918,BUSINESS,2,37,B,0,2
3038,1.25290079,0.235794083,0.866406709,1.811805443,RESIDENTIAL,6,28,B,0,5
3039,1.807137748,0.325546142,1.269556051,2.572353413,RESIDENTIAL,13,52,B,0,3
3040,1.210000917,0.256365817,0.798802789,1.832870689,BUSINESS,0,29,B,0.167438149,5
3041,1.142811094,0.255713568,0.73707378,1.771894797,BUSINESS,0,66,B,0,4
3042,1.605649695,0.438091174,0.940602101,2.740915569,BUSINESS,0,59,A,0.013871021,5
3043,2.147493335,0.375756899,1.524028648,3.02601111,RESIDENTIAL,10,40,B,1.115195607,4
3044,1.683241726,0.401054614,1.055204071,2.685075606,RESIDENTIAL,7,26,A,0,4
3045,1.341287487,0.244353557,0.938536939,1.916868744,RESIDENTIAL,8,16,B,0.03860145,4
3046,2.271190224,0.560886476,1.399726787,3.685222775,BUSINESS,14,11,B,0.292492443,0
3047,1.161686195,0.242228919,0.771970306,1.748143425,RESIDENTIAL,5,5,B,0.824000535,1
3048,3.796288759,0.726311938,2.609191893,5.523475824,RESIDENTIAL,19,82,B,0.15156124,8
3049,1.898644626,0.368610295,1.297741183,2.777789179,RESIDENTIAL,10,67,B,0,7
3050,2.767348043,0.48952683,1.956552342,3.914137652,RESIDENTIAL,17,27,B,0.124699304,6
3051,2.042994731,0.426343156,1.357168962,3.075392666,RESIDENTIAL,12,131,B,0.106115331,4
3052,1.119075687,0.300570567,0.661053696,1.894445792,RESIDENTIAL,4,30,A,0,0
3053,1.1982472,0.255438548,0.789023558,1.819712907,RESIDENTIAL,0,67,B,0.99485167,5
3054,1.041357058,0.421535967,0.471018179,2.302298658,TRANSPORTATION,1,1,B,2.617492319,3
3055,0.710071938,0.255687509,0.350587104,1.438165154,TRANSPORTATION,0,28,B,1.59149501,2
3056,1.010619754,0.207284618,0.676084323,1.510687723,BUSINESS,0,1,B,0.051646137,3
3057,1.345035605,0.338071448,0.821838213,2.201310126,BUSINESS,0,10,A,0,3
3058,0.561115315,0.252998418,0.231877286,1.357831994,GREENERY,0,0,E,0,0
3059,0.595967436,0.268879853,0.246144363,1.442962906,GREENERY,0,0,E,0.207547156,0
3060,0.7669214,0.277438897,0.377418392,1.558398974,RESERVE,0,7,F,0,0
3061,0.482473499,0.1869833,0.225729895,1.031235484,TRANSPORTATION,0,0,F,0,0
3062,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3063,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3064,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3065,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3066,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
3067,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
3068,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
3069,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
3078,0.145646184,0.152568405,0.018691405,1.134896523,BUSINESS,0,4,G,0,2
3079,1.308653453,0.294239981,0.842246042,2.033341533,BUSINESS,0,1,B,1.323766851,1
3080,0.954507281,0.197378826,0.636447535,1.431514932,BUSINESS,0,1,B,0.04590667,2
3081,2.646769172,0.836025697,1.42511536,4.915663142,BUSINESS,0,13,A,2.509355536,2
3082,1.253854003,0.258881086,0.836567228,1.879286931,BUSINESS,0,0,B,0.416775311,5
3083,1.403811339,0.353403312,0.857082272,2.299296507,BUSINESS,0,0,A,0,4
3084,1.487632111,0.380964498,0.900561086,2.457411641,BUSINESS,0,2,A,0,5
3085,1.420319632,0.632382141,0.593468534,3.399182501,GREENERY,0,0,A,0.434428515,0
3086,1.989612461,0.803393074,0.901692859,4.39013984,GREENERY,0,1,F,1.249934972,3
3087,1.519700412,0.313120671,1.014788461,2.275833271,BUSINESS,1,11,B,1.002194827,4
3088,1.778865615,0.453399182,1.079413822,2.931556748,BUSINESS,0,1,A,1.002176495,3
3089,2.021732405,0.475922092,1.274524485,3.207001485,BUSINESS,0,46,B,1.479172494,7
3090,2.817164091,0.818579727,1.593968052,4.979029228,BUSINESS,2,1,A,1.000000354,9
3091,1.595550494,0.400376505,0.975699026,2.609187166,BUSINESS,0,14,A,0.379780802,4
3092,1.790880954,0.502490624,1.03331824,3.103840103,BUSINESS,0,2,A,0.065956426,8
3093,1.226742087,0.269294424,0.797806374,1.88629246,BUSINESS,0,20,B,0.0630842,6
3094,1.202300819,0.306574011,0.729399967,1.981803297,BUSINESS,0,9,A,0,1
3095,1.253660024,0.325381015,0.753797674,2.084993774,BUSINESS,1,9,A,0.115265293,0
3096,1.572462764,0.412778715,0.940017733,2.630417552,BUSINESS,0,2,A,0,6
3097,1.259624404,0.316199731,0.770134358,2.060229652,BUSINESS,0,2,A,0,2
3098,2.125183364,0.588115045,1.23548699,3.655566077,BUSINESS,3,3,F,0.414627232,7
3099,0.508494789,0.171299121,0.262747195,0.98409024,TRANSPORTATION,0,32,B,0.232945864,3
3100,1.085107513,0.450146717,0.48123783,2.446728499,GREENERY,0,0,B,0.122092828,2
3101,0.098177681,0.105591809,0.011926985,0.808155399,RESERVE,0,1,G,0.153523764,0
3102,1.884649677,1.362330606,0.457019116,7.77189462,RESIDENTIAL,0,0,C,0.186957582,3
3103,0.954921718,0.332952658,0.482146743,1.891282065,RESERVE,0,1,F,0.399331149,2
3104,1.622806508,0.405053543,0.994961533,2.646836963,BUSINESS,0,1,A,0.494925307,4
3105,0.795894151,0.25705139,0.422611385,1.498888864,RESERVE,0,17,B,0.46688231,2
3106,1.054546909,0.340620326,0.559920609,1.986119396,RESERVE,2,9,B,1.031414727,2
3107,0.559420495,0.199620392,0.277971653,1.125838863,TRANSPORTATION,0,1,B,0.888150693,2
3108,0.485869412,0.14875151,0.266636543,0.885359086,RESIDENTIAL,0,5,E,0.115148944,4
3109,0.334020793,0.146576476,0.141333623,0.789407981,RESIDENTIAL,1,0,D,0,2
3110,0.356598781,0.157491454,0.150054022,0.847446063,RESIDENTIAL,0,0,D,0.063079409,4
3111,0.296463652,0.130923091,0.124757665,0.70449136,RESIDENTIAL,0,0,D,0,1
3112,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
3113,0.096253617,0.100025167,0.012556323,0.737856016,RESIDENTIAL,0,0,G,0,0
3114,0.331238726,0.145874618,0.139726713,0.785240642,RESIDENTIAL,0,0,D,0,3
3115,0.626417061,0.147934826,0.394315262,0.995138591,RESIDENTIAL,0,2,B,0,0
3116,0.18740436,0.140205592,0.043247171,0.812085348,COMMERCIAL,0,29,A,0,0
3117,0.203740244,0.15154164,0.04741924,0.875384905,COMMERCIAL,0,0,A,0.223570894,1
3118,0.91104249,0.184375801,0.612735973,1.354577592,RESIDENTIAL,0,16,B,0.46490747,4
3119,0.574557068,0.176251655,0.314932734,1.048210583,RESIDENTIAL,1,33,E,0.732454762,2
3120,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
3121,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
3122,0.430880591,0.132055453,0.236310121,0.785654389,RESIDENTIAL,0,1,E,0.291968083,1
3123,0.395358048,0.12135178,0.216631462,0.72153871,RESIDENTIAL,0,0,E,0,1
3124,1.068082796,0.277171068,0.642266492,1.77621108,RESIDENTIAL,0,11,A,0.419635528,2
3125,1.034941293,0.204178547,0.703050129,1.5235094,RESIDENTIAL,1,23,B,0.653679309,4
3126,1.237266943,0.265384758,0.812618811,1.883822363,RESIDENTIAL,4,75,B,0,6
3127,5.299365375,1.068682871,3.569180377,7.868269576,RESIDENTIAL,26,50,B,0.092561076,7
3128,2.010221027,0.349839951,1.429251658,2.827345733,RESIDENTIAL,13,43,B,0.024123127,5
3129,3.449088357,0.710950834,2.302759336,5.166067641,RESIDENTIAL,17,18,B,1.495535152,3
3130,5.968657058,1.52634542,3.615776691,9.852618155,RESIDENTIAL,31,16,B,0.506731388,2
3131,1.522652446,0.563775319,0.736946576,3.146049588,TRANSPORTATION,9,20,B,1.893505644,4
3132,1.050076704,0.21772337,0.699411096,1.576556465,BUSINESS,0,28,B,0.065577168,3
3133,1.233198151,0.319219244,0.742497971,2.048191022,BUSINESS,0,29,A,0,1
3134,0.883218917,0.183960849,0.587186737,1.328496723,RESIDENTIAL,0,21,B,0.145224588,5
3135,5.261882572,1.080718361,3.518163784,7.869846289,RESIDENTIAL,27,131,B,0.067378785,4
3136,1.035967955,0.232380562,0.667438379,1.607983057,RESIDENTIAL,0,11,B,0.165315528,8
3137,1.707632714,0.484074928,0.979711582,2.976395848,BUSINESS,0,67,A,0,6
3138,1.850552589,0.326661604,1.309321764,2.615510547,RESIDENTIAL,13,27,B,0,4
3139,1.475195655,0.276676267,1.021421179,2.130563048,RESIDENTIAL,8,27,B,0.700303786,2
3140,0.935952787,0.256853929,0.546585786,1.602690085,RESIDENTIAL,0,0,A,0.394888241,0
3141,0.762237564,0.160860337,0.504028761,1.15272411,RESIDENTIAL,0,10,B,0.067920897,3
3142,0.808407799,0.169970049,0.535380981,1.22066938,RESIDENTIAL,2,15,B,0,2
3143,1.63623781,0.297183699,1.146161721,2.335860745,RESIDENTIAL,12,24,B,0,3
3144,1.524011204,0.272766173,1.07310165,2.164389691,RESIDENTIAL,10,19,B,0.025745009,4
3145,0.769272949,0.583410163,0.173994828,3.401140584,COMMERCIAL,10,242,A,0.970937573,4
3146,2.228995495,0.437990433,1.516529386,3.276178466,RESIDENTIAL,8,107,B,1.008339369,6
3147,2.40610913,0.484846118,1.621036741,3.571394156,RESIDENTIAL,10,129,B,1.117937488,4
3148,1.459517508,0.28285351,0.998267709,2.133887871,RESIDENTIAL,4,10,B,1.235030251,4
3149,1.002046426,0.24144601,0.624868091,1.606894406,RESIDENTIAL,1,9,B,1.367633868,0
3150,0.83141553,0.170776047,0.555876046,1.243535836,RESIDENTIAL,1,0,B,0,4
3151,2.03662196,1.517709477,0.472701715,8.774728067,BUSINESS,0,0,C,0,0
3152,0.846201919,0.185345599,0.550849967,1.299914189,BUSINESS,0,4,B,0,0
3153,1.307746722,0.521705547,0.598342439,2.858231972,GREENERY,0,0,F,0,2
3154,0.458122672,0.221866554,0.177316467,1.183626011,TRANSPORTATION,0,0,E,2.353884222,0
3155,0.677251137,0.22942948,0.348651731,1.315550913,RESERVE,0,0,B,0.367201316,0
3156,0.631634062,0.216483664,0.322647438,1.23652489,RESERVE,0,0,B,0.127029295,0
3157,0.482473499,0.1869833,0.225729895,1.031235484,TRANSPORTATION,0,0,F,0,0
3158,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3159,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3160,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3161,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
3162,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
3163,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
3164,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
3165,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
3166,0.093778523,0.101003475,0.011358552,0.77425462,RESERVE,0,0,G,0,0
3167,0.093778523,0.101003475,0.011358552,0.77425462,RESERVE,0,0,G,0,0
3168,0.093778523,0.101003475,0.011358552,0.77425462,RESERVE,0,0,G,0,0
3173,0.129695681,0.13566124,0.01669443,1.007579729,BUSINESS,0,0,G,0,0
3174,0.182082868,0.190287179,0.02348086,1.411965765,BUSINESS,0,0,G,0.786509133,2
3175,0.945175652,0.198222909,0.626610883,1.425696613,BUSINESS,0,7,B,0.176858314,1
3176,0.901290407,0.191045903,0.594889286,1.365505172,BUSINESS,0,10,B,0,1
3177,0.889928033,0.188647084,0.587377154,1.348319217,BUSINESS,0,0,B,0,1
3178,2.514494829,0.78147046,1.367442259,4.623730328,BUSINESS,0,0,A,2.389583569,2
3179,2.03460121,0.515790148,1.237917968,3.344003553,BUSINESS,2,1,A,0.643174367,5
3180,1.280571657,0.323788028,0.780154426,2.101973294,BUSINESS,0,15,A,0,2
3181,2.131217672,0.567657362,1.264466326,3.592099428,BUSINESS,0,0,A,1.437969786,4
3182,1.180895483,0.253873693,0.774848339,1.799725277,BUSINESS,0,2,B,0.965587599,1
3183,1.180927078,0.246224539,0.784777717,1.777049391,BUSINESS,0,3,B,0.197281174,5
3184,1.247832947,0.31601742,0.759603777,2.049867457,BUSINESS,0,2,A,0.158613741,1
3185,1.785100365,0.398726163,1.152219794,2.765603688,BUSINESS,1,7,B,1.001037942,7
3186,1.445212187,0.380896818,0.862165982,2.422547754,BUSINESS,0,1,F,0.136726955,5
3187,0.992588538,0.203603591,0.663999131,1.483785083,BUSINESS,0,2,B,0.176278068,2
3188,1.080308766,0.220108829,0.724634157,1.610560333,BUSINESS,0,3,B,0.4635853,2
3189,1.74923728,0.461780514,1.042654299,2.934655393,BUSINESS,0,5,F,0.967838381,4
3190,1.002619554,0.205337318,0.671134225,1.497831481,BUSINESS,0,3,B,0.206540688,2
3191,1.345303675,0.557813989,0.596870131,3.032220719,GREENERY,0,11,B,0.814329218,2
3192,1.78656502,0.455743789,1.083631387,2.945479991,BUSINESS,0,2,A,1.012682167,3
3193,1.335006371,0.346063967,0.803216404,2.218881491,BUSINESS,1,2,A,0.362386606,0
3194,1.316912233,0.267276406,0.884707313,1.960261665,BUSINESS,0,8,B,0.741825402,4
3195,1.150297743,0.298231317,0.692028473,1.912038231,BUSINESS,0,1,A,0.073674044,0
3196,0.7727816,0.278402119,0.381419686,1.565706817,RESERVE,0,13,F,0,0
3197,0.09698911,0.100790045,0.012652124,0.743502626,RESIDENTIAL,0,6,G,0,0
3198,2.661558572,0.509187256,1.829326502,3.872405513,RESIDENTIAL,15,38,B,0,8
3199,3.17897191,0.698383388,2.06674811,4.889740726,RESIDENTIAL,16,43,F,0.178335264,5
3200,1.071611377,0.375245283,0.53947679,2.128638274,TRANSPORTATION,3,13,B,1.269029754,8
3201,1.558696746,0.471222477,0.861842418,2.819002054,RESIDENTIAL,2,0,B,2.708821527,0
3202,0.869298993,0.178719682,0.580992009,1.300673205,RESIDENTIAL,2,4,B,0.298186995,2
3203,1.031611677,0.219129675,0.680312376,1.5643147,RESIDENTIAL,1,8,B,1.090139952,2
3204,0.78090104,0.237175892,0.430594406,1.416196832,RESIDENTIAL,7,0,E,0.614622105,2
3205,0.786229428,0.237399876,0.435042076,1.420912477,RESIDENTIAL,8,52,E,0,3
3206,0.468445074,0.142355866,0.258218213,0.849826916,RESIDENTIAL,0,2,E,0.193478746,3
3207,0.44256571,0.193597136,0.187769853,1.043108916,RESIDENTIAL,3,2,D,0.138771216,4
3208,0.299839274,0.132393403,0.126195032,0.712417821,RESIDENTIAL,0,0,D,0.038995282,1
3209,0.882156852,0.236344835,0.521788414,1.491410487,RESIDENTIAL,0,0,A,0,1
3210,0.373201306,0.16431944,0.15745687,0.884554704,RESIDENTIAL,1,0,D,0,4
3211,1.010677633,0.271188846,0.597330976,1.710055765,RESIDENTIAL,3,0,A,0,0
3212,0.398678651,0.123537664,0.217201619,0.731783989,RESIDENTIAL,1,0,E,0,0
3213,0.631868004,0.14887626,0.398173444,1.002721756,RESIDENTIAL,0,0,B,0.038580482,0
3214,1.105623743,0.297439443,0.652549737,1.873273087,RESIDENTIAL,0,27,A,0.659706706,1
3215,0.704042549,0.223467877,0.37793905,1.311523406,RESIDENTIAL,0,23,E,1.313951801,4
3216,0.686013011,0.309480882,0.283354431,1.660866391,GREENERY,0,5,E,0.097315032,3
3217,0.606513944,0.188419611,0.329918398,1.115000458,RESIDENTIAL,1,7,E,1.03249536,2
3218,0.832799228,0.274579669,0.436408574,1.589232192,RESIDENTIAL,0,28,E,1.679565767,5
3219,0.399391182,0.122667044,0.218758338,0.729175939,RESIDENTIAL,0,8,E,0,1
3220,0.792171942,0.204178953,0.477997774,1.312843741,RESIDENTIAL,0,12,F,0,0
3221,1.155585141,0.296896171,0.698407452,1.912031457,RESIDENTIAL,0,25,A,0.247649042,4
3222,0.231839159,0.175581866,0.052545423,1.022912994,COMMERCIAL,0,153,A,0,1
3223,0.914507931,0.192480475,0.605384605,1.381476749,RESIDENTIAL,5,5,B,0,1
3224,4.468873219,0.791752653,3.157840587,6.324203929,RESIDENTIAL,21,96,B,0.976580825,4
3225,1.367484057,0.270422721,0.92810146,2.014879543,RESIDENTIAL,10,22,B,0.212396796,1
3226,2.655698256,0.456067888,1.896707408,3.718408649,RESIDENTIAL,17,38,B,0.31680829,4
3227,1.774853858,0.378211019,1.16889771,2.694937452,RESIDENTIAL,10,130,B,0.256524084,3
3228,1.64779358,0.321017207,1.124798657,2.413964193,RESIDENTIAL,4,6,B,1.288385691,6
3229,2.179543122,0.542899376,1.337644946,3.551322219,BUSINESS,1,21,B,2.200490331,4
3230,1.840935591,0.465630677,1.121354359,3.022277325,RESIDENTIAL,3,0,A,1.301306221,4
3231,2.40011824,0.563604617,1.514782753,3.802900153,RESIDENTIAL,16,163,B,0.214918643,1
3232,0.752259066,0.25615922,0.385936916,1.466285494,TRANSPORTATION,1,29,B,1.184077804,4
3233,0.648824209,0.217676291,0.336166536,1.25227472,RESERVE,0,29,B,0.092792139,0
3234,0.998882953,0.351341437,0.501323183,1.990267334,RESERVE,1,19,A,0.405898856,0
3235,2.632655797,0.475890916,1.847255607,3.75198566,RESIDENTIAL,11,97,B,1.156863011,5
3236,1.251878603,0.329907419,0.746870275,2.09835642,RESIDENTIAL,0,0,A,1.01457476,2
3237,1.368486926,0.267804648,0.932536068,2.008240249,RESIDENTIAL,2,21,B,1.022769922,6
3238,0.804169764,0.166136172,0.536407834,1.20559203,RESIDENTIAL,1,0,B,0.076248273,3
3239,1.563618481,0.394225065,0.953943883,2.562941904,RESIDENTIAL,4,41,A,0.722008865,2
3240,2.108903904,0.519493969,1.301299368,3.417719079,RESIDENTIAL,4,14,A,1.106352265,6
3241,1.303905759,0.332417915,0.791117086,2.149075349,BUSINESS,1,14,A,0.037756872,1
3242,1.689583418,0.336083222,1.144097448,2.495147711,RESIDENTIAL,12,93,B,0,2
3243,1.581955655,0.287584182,1.10778155,2.259094941,RESIDENTIAL,11,4,B,0,4
3244,1.401642706,0.277278345,0.951150766,2.065500386,RESIDENTIAL,6,29,B,0,7
3245,1.293746385,0.327752067,0.787425477,2.125635703,RESIDENTIAL,6,0,A,0,1
3246,1.163720588,0.307546696,0.693256873,1.953454283,RESIDENTIAL,0,36,A,0.032738349,5
3247,0.624829615,0.147597727,0.393269376,0.992734425,RESIDENTIAL,0,0,B,0,0
3248,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
3249,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
3250,0.564686042,0.254551671,0.233398821,1.366203674,GREENERY,0,5,E,0,0
3251,2.267505407,1.847463894,0.459226213,11.19618312,GREENERY,0,0,C,0,0
