,Predicted,SE,lower,upper,LU,FI,EE,V,OP,BS
2635,0.323588082,0.144258488,0.135057649,0.775292976,RESIDENTIAL,0,0,D,0.492537249,0
2636,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2637,0.420758592,0.198245821,0.167100766,1.059467272,GREENERY,0,0,D,0,0
2638,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
2639,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2640,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2641,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2642,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2643,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2644,1.00203497,0.199738031,0.67797056,1.480999531,RESIDENTIAL,5,1,B,0.141279917,2
2645,1.128359592,0.232218275,0.753822049,1.688986641,BUSINESS,0,19,B,0.161541847,4
2646,1.040556385,0.267752848,0.628401178,1.723035584,RESIDENTIAL,0,12,A,0.13433113,3
2647,3.342199974,0.728926139,2.179652851,5.12480722,RESIDENTIAL,18,154,B,0,6
2648,2.212805484,0.399945199,1.552730271,3.15348274,RESIDENTIAL,16,17,B,0,4
2649,0.725570731,0.160734692,0.470017731,1.120070268,RESIDENTIAL,0,5,B,0.301984681,1
2650,0.918594534,0.245640737,0.543881934,1.551468922,RESIDENTIAL,0,7,A,0.108816952,1
2651,1.969035809,0.469639642,1.233762061,3.142503844,RESIDENTIAL,9,49,A,0,4
2652,3.252745375,0.958664013,1.825492493,5.795889339,RESIDENTIAL,3,137,B,2.514028922,10
2653,1.685763977,0.302283295,1.18621469,2.395687905,RESIDENTIAL,12,27,B,0.089595106,3
2654,0.819052769,0.168770316,0.546911602,1.226610364,RESIDENTIAL,0,1,B,0.163846192,4
2655,1.996129014,1.445091476,0.483018607,8.249228875,RESIDENTIAL,4,18,C,0,0
2656,0.686299055,0.249700848,0.336368222,1.400270186,TRANSPORTATION,1,2,F,0.030109429,5
2657,0.85158683,0.186516369,0.554366469,1.308160161,BUSINESS,0,9,B,0,0
2658,0.718956169,0.241751215,0.371948907,1.389701549,RESERVE,0,0,B,0,3
2659,0.760140643,0.27646188,0.372660513,1.550509854,RESERVE,0,0,F,0,0
2660,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2661,0.364411512,0.149657826,0.162936202,0.815016852,RESERVE,0,0,E,0,0
2662,0.760140643,0.27646188,0.372660513,1.550509854,RESERVE,0,0,F,0,0
2664,0.75615203,0.160948208,0.498229535,1.147595341,RESIDENTIAL,1,1,B,0.050832449,2
2665,0.412670968,0.305734856,0.096599669,1.762918332,COMMERCIAL,9,72,B,0.403407987,6
2666,3.803520677,0.71984101,2.62476458,5.511644607,RESIDENTIAL,21,105,B,0,6
2667,1.701579019,0.295669898,1.210446439,2.391986185,RESIDENTIAL,9,45,B,0.320531297,5
2668,1.126818156,0.21440732,0.776050449,1.636129659,RESIDENTIAL,5,32,B,0.219043958,3
2669,3.16327223,0.651711338,2.112361587,4.737016267,RESIDENTIAL,16,10,B,1.452371729,3
2670,3.459701862,0.790495175,2.210805888,5.414105798,RESIDENTIAL,16,21,A,0.33393623,5
2671,1.412031313,0.259874533,0.984434011,2.025359149,RESIDENTIAL,8,1,B,0.472184034,3
2672,1.148208386,0.293375155,0.695877596,1.89456092,RESIDENTIAL,1,0,A,0.497033619,2
2673,1.926057671,0.473774965,1.189294124,3.119243657,BUSINESS,0,1,B,2.08185456,4
2674,1.018049206,0.211050965,0.678120478,1.528377655,BUSINESS,1,12,B,0,2
2675,0.482473499,0.1869833,0.225729895,1.031235484,TRANSPORTATION,0,0,F,0,0
2676,0.386391396,0.142111692,0.187915354,0.794497666,TRANSPORTATION,0,0,B,0,0
2677,0.43171496,0.152644147,0.215889971,0.863299976,TRANSPORTATION,0,0,B,0,2
2678,0.386391396,0.142111692,0.187915354,0.794497666,TRANSPORTATION,0,0,B,0,0
2679,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2680,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2681,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2682,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2683,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2684,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2685,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2686,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2687,0.093778523,0.101003475,0.011358552,0.77425462,RESERVE,0,0,G,0,0
2695,0.15786608,0.163103158,0.02083768,1.195992018,GREENERY,0,0,G,0.307115847,0
2696,1.034048521,0.341024996,0.541773941,1.973620849,RESERVE,0,0,B,0.678733063,6
2697,1.251745961,0.508040066,0.564993113,2.773251415,GREENERY,0,0,F,0.23127396,0
2699,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2700,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2701,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2702,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2703,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2704,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2705,0.064986242,0.05400221,0.012749429,0.331247133,COMMERCIAL,0,10,D,0,1
2706,0.191420256,0.142526358,0.044484241,0.823701007,COMMERCIAL,0,2,A,0,1
2707,0.241271488,0.180043069,0.055887829,1.04158512,COMMERCIAL,3,18,B,0.491662326,4
2708,2.609657168,0.476339506,1.824794809,3.732096617,RESIDENTIAL,12,26,B,0.644051783,8
2709,2.127982317,0.387086608,1.489813153,3.039514542,RESIDENTIAL,12,37,B,0.084218798,7
2710,1.992464131,0.390554594,1.356880182,2.925765567,RESIDENTIAL,11,11,B,0,8
2711,2.09232458,0.373773983,1.474245998,2.969533005,RESIDENTIAL,11,26,B,0.293896941,7
2712,1.276265049,0.39178195,0.699266878,2.329371698,RESIDENTIAL,15,38,E,0,4
2713,2.565300991,0.52567283,1.716773412,3.833219414,RESIDENTIAL,9,104,B,0.903617493,8
2714,1.964197192,0.369603371,1.358358249,2.840245282,RESIDENTIAL,8,16,B,1.35241088,4
2717,1.829362246,0.409746041,1.179356318,2.837620976,RESIDENTIAL,4,18,B,0.831945841,10
2718,1.940410025,0.368090682,1.337897413,2.814259919,RESIDENTIAL,6,68,B,1.331844974,5
2719,1.260485545,0.250094761,0.854377376,1.859627668,RESIDENTIAL,8,26,B,0.353927152,1
2720,2.988636482,0.682834963,1.909822665,4.676846801,RESIDENTIAL,11,8,B,2.173579206,4
2721,1.300547197,0.275357315,0.858827913,1.969455097,BUSINESS,4,49,B,0.022357911,2
2722,0.95011019,0.195035849,0.635392093,1.420712319,RESIDENTIAL,1,30,B,0.137528064,5
2723,0.545237858,0.238070482,0.231697186,1.28307265,RESIDENTIAL,5,19,D,0.343436584,4
2724,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2725,0.829737399,0.174322624,0.549678259,1.252485688,RESIDENTIAL,0,5,B,0,5
2726,2.173330798,0.508892797,1.373453937,3.439042718,RESIDENTIAL,9,29,A,0.618402911,3
2727,0.601922036,0.27690051,0.244323015,1.482914486,RESIDENTIAL,3,65,D,1.495736002,1
2728,0.423205891,0.207479404,0.161899194,1.106263855,RESERVE,0,0,D,1.506646305,0
2729,0.429602319,0.13398825,0.233123575,0.791675197,RESIDENTIAL,0,0,E,0.477111984,0
2730,0.379285818,0.118051896,0.206078153,0.698073666,RESIDENTIAL,0,11,E,0,0
2731,0.375455712,0.116766634,0.204096353,0.690688438,RESIDENTIAL,0,3,E,0,0
2732,0.280470138,0.124618089,0.117403754,0.670025412,RESIDENTIAL,0,0,D,0,0
2733,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
2734,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
2735,0.144398747,0.149383403,0.019009835,1.096853209,GREENERY,0,0,G,0,0
2740,0.69867821,0.359387685,0.254937789,1.914785731,RESERVE,0,0,D,2.66031941,3
2741,0.200142685,0.158408648,0.042425985,0.944164155,COMMERCIAL,0,17,E,1.897144451,6
2742,1.336888852,0.28424497,0.881283403,2.028032976,RESIDENTIAL,2,16,B,1.537181113,3
2743,2.696055482,0.469184626,1.916890695,3.791929911,RESIDENTIAL,11,62,B,1.200754394,6
2744,3.118032522,0.853025014,1.823940424,5.330287479,RESIDENTIAL,10,33,B,2.812149658,2
2745,0.900899572,0.34610782,0.424288794,1.912895296,TRANSPORTATION,0,13,B,2.285851132,3
2746,0.750449909,0.160330553,0.493703245,1.140715748,RESIDENTIAL,0,0,B,0.24894526,2
2747,0.861217925,0.175152783,0.578092573,1.28300613,RESIDENTIAL,0,1,B,0.336742709,4
2748,1.571967947,0.375765108,0.983946411,2.511400212,RESIDENTIAL,0,10,B,2.178918456,5
2749,1.115495648,0.219155576,0.758991269,1.639453036,RESIDENTIAL,3,1,B,0.18632689,6
2750,1.024072539,0.219130783,0.673272428,1.557652625,RESIDENTIAL,0,18,B,0.285958435,7
2751,1.82960781,1.32029189,0.444743034,7.526738993,RESIDENTIAL,0,17,C,0.392600216,1
2752,1.125193019,0.364014495,0.596832302,2.121298269,RESERVE,0,3,B,1.529588837,3
2753,1.063936392,0.234570054,0.690634169,1.639016279,BUSINESS,0,1,B,0.801741427,0
2754,0.90001636,0.318200376,0.450099452,1.799667707,RESERVE,0,2,F,0,3
2755,0.608762563,0.210238816,0.309372536,1.197882212,RESERVE,0,0,B,0,0
2756,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2757,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2758,1.242207005,0.451442442,0.609327252,2.532429392,RESERVE,0,0,F,1.691598111,0
2761,0.021490701,0.02619768,0.001970677,0.234361177,COMMERCIAL,0,0,G,0.107010902,0
2762,1.257613903,0.312600728,0.772622076,2.04704574,RESIDENTIAL,4,0,A,0.151060573,2
2763,0.814585005,0.171618702,0.539017977,1.231032652,RESIDENTIAL,2,21,B,0,2
2764,1.461691978,0.335151714,0.932574749,2.291015751,BUSINESS,6,80,B,0.231602023,0
2765,0.782244761,0.242334027,0.426232245,1.43561843,RESIDENTIAL,7,1,E,0.807181165,1
2766,26.71153171,8.280586467,14.54875877,49.04239168,RESIDENTIAL,45,88,B,1.321092792,7
2767,3.079301384,0.622405062,2.072061943,4.576164843,RESIDENTIAL,18,2,B,0,8
2768,1.130663292,0.285572981,0.689198463,1.85490762,RESIDENTIAL,3,1,A,0,2
2769,1.360832858,0.355959122,0.814989853,2.272256595,BUSINESS,0,15,A,0.591389573,0
2770,0.968048951,0.199837914,0.645922846,1.450821531,BUSINESS,0,7,B,0.068208772,2
2771,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2772,0.408943452,0.147014848,0.202142194,0.827312415,TRANSPORTATION,0,1,B,0,1
2773,0.390828586,0.142407314,0.191351387,0.798253861,TRANSPORTATION,0,9,B,0,0
2774,0.386391396,0.142111692,0.187915354,0.794497666,TRANSPORTATION,0,0,B,0,0
2775,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2776,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2777,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2778,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2779,0.364411512,0.149657826,0.162936202,0.815016852,RESERVE,0,0,E,0,0
2780,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2781,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2782,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2783,0.093778523,0.101003475,0.011358552,0.77425462,RESERVE,0,0,G,0,0
2791,1.452288617,0.583055764,0.661177177,3.189980386,GREENERY,0,5,F,0.530233788,1
2792,1.003112715,0.348409003,0.507812885,1.981507654,RESERVE,0,0,F,0.382265476,3
2793,0.408943452,0.147014848,0.202142194,0.827312415,TRANSPORTATION,0,1,B,0,1
2794,1.349315512,0.537499812,0.618069614,2.945707589,GREENERY,0,0,F,0.10777591,2
2796,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2797,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2798,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2799,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2800,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2801,0.33227185,0.160264215,0.129102515,0.85516988,RESERVE,0,0,D,0.291457159,2
2802,0.7669214,0.277438897,0.377418392,1.558398974,RESERVE,0,7,F,0,0
2803,1.01636853,0.201118774,0.689629199,1.497913647,RESIDENTIAL,3,14,B,0,5
2804,2.114039282,0.372078301,1.497264772,2.984884283,RESIDENTIAL,13,23,B,0.09394526,6
2805,4.067905428,0.975435819,2.542510419,6.508470701,RESIDENTIAL,14,18,B,1.00427197,12
2806,3.212667317,0.606859093,2.218591936,4.652153972,RESIDENTIAL,15,1,B,1.191857763,6
2807,3.303749103,0.807663254,2.046043779,5.334567251,RESIDENTIAL,12,190,B,1.503738716,4
2808,1.833886353,0.388130671,1.211214028,2.776667937,BUSINESS,3,11,B,1.20981799,4
2809,1.089024449,0.222435228,0.729756822,1.625163637,BUSINESS,1,2,B,0.275816287,2
2810,1.401971857,0.256056075,0.980112403,2.005407831,RESIDENTIAL,8,16,B,0,5
2811,4.315300113,3.60127399,0.84072224,22.14978285,GREENERY,4,0,C,0,7
2813,1.605141073,0.640798014,0.734006532,3.510156591,GREENERY,0,1,F,0.70137142,2
2814,4.483684892,0.963257984,2.942836594,6.831310392,RESIDENTIAL,18,33,B,1.922708626,4
2815,3.91074216,0.768741773,2.660338698,5.748856059,RESIDENTIAL,16,9,B,1.423300487,7
2816,1.056789775,0.216593913,0.707181581,1.579233196,RESIDENTIAL,2,27,B,0.870354308,2
2817,1.123198327,0.244869608,0.732630737,1.721978644,BUSINESS,1,16,B,0.703074948,0
2818,1.281069089,0.28800054,0.824539898,1.990368222,BUSINESS,1,62,B,0,5
2819,1.096777132,0.227593224,0.730272215,1.647221478,BUSINESS,1,27,B,0,3
2820,0.360576226,0.177876469,0.137116404,0.948210507,RESERVE,0,0,D,0,5
2821,0.879280545,0.187747478,0.578596132,1.336224412,RESIDENTIAL,0,7,B,0,6
2822,1.317302408,0.33130934,0.804643056,2.156590579,RESIDENTIAL,3,34,A,0,4
2823,1.336277848,0.485638286,0.655462556,2.724241793,TRANSPORTATION,3,121,B,2.51236682,3
2824,0.403647171,0.125019877,0.219969755,0.740697457,RESIDENTIAL,1,0,E,0.042658184,0
2825,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
2826,0.389032896,0.121892336,0.21051675,0.718928989,RESIDENTIAL,0,31,E,0,0
2827,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
2828,0.280470138,0.124618089,0.117403754,0.670025412,RESIDENTIAL,0,0,D,0,0
2829,0.361313517,0.162551683,0.149601633,0.872633907,RESIDENTIAL,0,0,D,0.872347316,0
2830,0.289316597,0.128714107,0.120971247,0.69193379,RESIDENTIAL,0,8,D,0.072000621,0
2831,0.420758592,0.198245821,0.167100766,1.059467272,GREENERY,0,0,D,0,0
2832,0.316901964,0.153204147,0.122861894,0.817396278,RESERVE,0,0,D,0.128335575,2
2833,0.542585833,0.256249121,0.215014717,1.369205746,GREENERY,0,0,D,0.493805476,2
2834,0.586658626,0.278678407,0.23122892,1.488431218,GREENERY,0,0,D,0.762787874,2
2835,0.485602638,0.148108892,0.267094173,0.882871835,RESIDENTIAL,0,1,E,0.5127504,2
2836,0.617575985,0.193042785,0.334672944,1.139620349,RESIDENTIAL,0,6,E,1.12792427,3
2837,0.85866737,0.178476696,0.571347142,1.290475786,RESIDENTIAL,0,9,B,0.100562836,5
2838,5.080250907,1.265946978,3.117269673,8.279344422,RESIDENTIAL,21,105,A,0,6
2839,2.557699549,0.453049308,1.807485703,3.619296668,RESIDENTIAL,15,73,B,0.091984208,6
2840,3.095815535,0.611410043,2.102163491,4.559147691,RESIDENTIAL,16,116,B,0.150917304,7
2841,1.570531565,0.278115021,1.109974578,2.222185484,RESIDENTIAL,10,14,B,0.151155149,4
2842,1.155536645,0.407652471,0.578755568,2.307131045,RESERVE,0,0,B,2.207371054,0
2843,0.375455712,0.116766634,0.204096353,0.690688438,RESIDENTIAL,0,3,E,0,0
2844,0.627950868,0.301091566,0.24535181,1.607170912,GREENERY,0,0,D,0.42403786,5
2845,0.081885073,0.064949136,0.017300297,0.387575157,COMMERCIAL,0,9,E,0,0
2846,0.161668365,0.12251697,0.036606639,0.713986881,COMMERCIAL,0,16,B,0.353885224,1
2847,0.784662468,0.263185779,0.40661093,1.514212097,TRANSPORTATION,1,48,B,1.246306991,4
2848,1.012604147,0.208187373,0.676762147,1.515107136,BUSINESS,0,18,B,0.175125501,2
2849,1.42161983,0.302527868,0.936792688,2.157364128,BUSINESS,0,0,B,1.231297205,3
2850,0.825681548,0.269204192,0.435800656,1.564362075,RESERVE,0,8,B,0.823767187,1
2851,0.324703754,0.156623816,0.126154424,0.835741821,RESERVE,0,2,D,0.585376779,0
2852,0.383469445,0.184484873,0.149356029,0.984552257,RESERVE,0,22,D,1.070918005,0
2853,1.398704472,0.319366687,0.894068542,2.188170269,BUSINESS,2,22,B,1.212587551,0
2854,0.486948085,0.22462451,0.197165763,1.20263495,BUSINESS,0,0,D,0.300039358,3
2858,0.126974984,0.132062823,0.016535194,0.975050326,RESIDENTIAL,0,3,G,0.176922628,4
2859,0.631203639,0.149054813,0.397341151,1.002710224,RESIDENTIAL,0,8,B,0,0
2860,0.871257814,0.192125092,0.565515217,1.342298414,BUSINESS,0,27,B,0,0
2861,0.907315517,0.289333366,0.485645231,1.695108684,TRANSPORTATION,0,29,A,0.670484705,6
2862,1.244179151,0.2374987,0.855852405,1.808701771,RESIDENTIAL,7,13,B,0.39469257,2
2863,1.048661958,0.220577505,0.694371998,1.583721555,RESIDENTIAL,4,0,B,0.713121472,1
2864,0.1722887,0.12911507,0.039660381,0.748439509,COMMERCIAL,0,16,B,0,4
2865,1.180994093,0.321749596,0.692383468,2.014414138,BUSINESS,0,1,F,0.396376852,0
2866,1.09968716,0.299441445,0.644895849,1.875204891,BUSINESS,0,0,F,0.155067707,0
2867,1.016127171,0.796814325,0.218505878,4.72533936,TRANSPORTATION,0,0,C,0.287724373,0
2868,1.306691299,1.027203881,0.279920331,6.09974325,TRANSPORTATION,0,0,C,0.962936907,1
2869,0.553389688,0.186189399,0.286181852,1.070089332,TRANSPORTATION,0,55,A,0,0
2870,0.386391396,0.142111692,0.187915354,0.794497666,TRANSPORTATION,0,0,B,0,0
2871,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2872,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2873,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2874,0.934690454,0.73286709,0.20103064,4.345836253,TRANSPORTATION,0,0,C,0,0
2875,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2876,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2877,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2878,1.472611871,1.156823734,0.315805096,6.86684841,RESERVE,0,0,C,0,0
2886,0.129695681,0.13566124,0.01669443,1.007579729,BUSINESS,0,0,G,0,0
2887,1.360632414,0.284240218,0.903487694,2.049082218,BUSINESS,0,0,B,1.0802774,3
2888,0.850906052,0.186120472,0.554238266,1.306371563,BUSINESS,0,0,B,0.036572388,0
2889,1.183272943,0.259475668,0.769888813,1.818619564,BUSINESS,0,6,B,0,6
2890,1.259624404,0.316199731,0.770134358,2.060229652,BUSINESS,0,2,A,0,2
2891,1.309406903,0.522346074,0.599121562,2.861767205,GREENERY,0,1,F,0,2
2892,0.760140643,0.27646188,0.372660513,1.550509854,RESERVE,0,0,F,0,0
2893,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2894,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2895,0.608762563,0.210238816,0.309372536,1.197882212,RESERVE,0,0,B,0,0
2896,0.63383637,0.217093446,0.32391764,1.24027992,RESERVE,0,0,B,0.139017306,0
2897,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2898,0.273258047,0.132573568,0.105585668,0.707197873,RESERVE,0,0,D,0,0
2899,0.645471166,0.22034014,0.330603856,1.260218288,RESERVE,0,0,B,0.201666627,0
2900,1.482925881,0.303349831,0.993107393,2.214331689,RESIDENTIAL,2,0,B,1.391142541,6
2901,2.110021404,0.374409408,1.490207519,2.987631097,RESIDENTIAL,13,43,B,0,6
2902,1.057386479,0.206301158,0.721373628,1.549912726,RESIDENTIAL,5,32,B,0,3
2903,1.321192315,0.275946086,0.877370215,1.989524038,BUSINESS,2,7,B,0.126735018,5
2904,1.441748667,0.349161421,0.89690474,2.317569665,BUSINESS,1,24,B,0,8
2905,1.261223494,0.31672934,0.770958439,2.0632561,BUSINESS,0,3,A,0,2
2906,1.478166126,0.47763161,0.784655854,2.784628555,RESIDENTIAL,1,138,A,0,6
2907,1.547838223,0.287760516,1.075171236,2.228299164,RESIDENTIAL,9,0,B,0,6
2908,1.170453024,0.475739679,0.527687177,2.596159886,GREENERY,0,0,F,0,0
2909,0.161951895,0.167738672,0.021270114,1.233111213,GREENERY,0,3,G,0,2
2910,1.281724887,0.260590784,0.860468232,1.9092148,RESIDENTIAL,3,63,B,0.393837494,6
2911,3.370858078,1.400884639,1.492767639,7.611823757,RESERVE,3,315,B,3.094846573,4
2912,1.698634724,0.455300362,1.004488069,2.872468089,BUSINESS,0,70,A,0.732723442,2
2913,1.388551673,0.36265481,0.832241923,2.316725095,BUSINESS,0,12,F,0.141916821,4
2914,0.494945823,0.169910664,0.252550051,0.969991362,TRANSPORTATION,0,12,B,0.227322102,3
2915,0.837126843,0.32195587,0.393932962,1.778935555,TRANSPORTATION,0,18,B,2.202141884,2
2916,0.550755645,0.2247619,0.247506092,1.225552787,RESERVE,0,0,E,1.231480474,1
2917,0.80024433,0.168140888,0.530120989,1.208009117,RESIDENTIAL,2,7,B,0,2
2918,0.379169349,0.117854501,0.206186546,0.697278253,RESIDENTIAL,0,0,E,0.04700838,0
2919,0.115598254,0.091037079,0.024694749,0.541125405,COMMERCIAL,0,8,E,0.809935735,2
2920,0.396284733,0.175599163,0.166275531,0.944466025,RESIDENTIAL,0,16,D,0.356604646,4
2921,0.519640388,0.156799854,0.287644125,0.938750732,RESIDENTIAL,2,12,E,0.258388696,2
2922,0.460616566,0.140099317,0.253770685,0.836060403,RESIDENTIAL,0,2,E,0.326440908,2
2923,0.374979676,0.116615762,0.203840592,0.689802537,RESIDENTIAL,0,2,E,0,0
2924,0.834566573,0.230622709,0.485558318,1.434434011,RESIDENTIAL,0,0,A,0,0
2925,0.398678651,0.123537664,0.217201619,0.731783989,RESIDENTIAL,1,0,E,0,0
2926,0.667699115,0.155453097,0.423062797,1.053796531,RESIDENTIAL,1,2,B,0,0
2927,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
2928,0.385505062,0.170010269,0.162421907,0.914988353,RESIDENTIAL,0,0,D,0.52253944,3
2929,0.454554476,0.21456483,0.18021482,1.146519313,GREENERY,0,0,D,0.266095141,0
2930,0.420758592,0.198245821,0.167100766,1.059467272,GREENERY,0,0,D,0,0
2931,0.374029415,0.11632046,0.203323789,0.688055261,RESIDENTIAL,0,0,E,0,0
2932,0.493096169,0.150739239,0.270844341,0.897725354,RESIDENTIAL,0,1,E,0.183479145,4
2933,0.695712511,0.155439665,0.449003773,1.077977353,RESIDENTIAL,0,9,B,0.139772996,1
2934,2.004812609,0.35226849,1.420718203,2.829043501,RESIDENTIAL,12,31,B,0.09608705,6
2935,4.637852008,0.931408279,3.128759623,6.874823841,RESIDENTIAL,23,117,B,0,7
2936,2.445580021,0.487255886,1.654965698,3.613888584,RESIDENTIAL,12,21,B,0.25123724,9
2937,1.770639275,0.371907119,1.173120806,2.672498369,RESIDENTIAL,9,106,B,0,6
2938,2.530453748,0.538246865,1.667789847,3.839330348,RESIDENTIAL,11,11,B,1.778295493,3
2939,1.722391575,0.309072982,1.211682428,2.448358307,RESIDENTIAL,12,16,B,0.21169446,3
2940,0.913038968,0.217486625,0.572443217,1.456284455,RESIDENTIAL,0,9,F,0.12017375,2
2941,1.226485297,0.310973641,0.746176177,2.01596651,RESIDENTIAL,2,28,A,0,4
2942,1.720747714,0.443412044,1.038424087,2.851409874,RESIDENTIAL,11,17,A,0,0
2943,1.497175231,0.325494428,0.977724654,2.292602177,BUSINESS,4,78,B,0.189559588,3
2944,1.633226394,0.456540769,0.944294411,2.824784753,BUSINESS,0,73,F,0.243344225,5
2945,1.320162985,0.341882717,0.794679149,2.193124495,BUSINESS,0,39,A,0,2
2946,1.803410081,0.458867703,1.095244236,2.969463625,BUSINESS,0,10,A,0.628032983,5
2947,1.177654571,0.249649328,0.777271798,1.784279698,BUSINESS,0,58,B,0.329407092,3
2948,1.622048531,0.369072023,1.038451254,2.533620549,BUSINESS,2,43,B,0.294012515,7
2949,4.024605984,0.730279175,2.820134353,5.743504139,RESIDENTIAL,23,73,B,0.276812583,4
2950,2.132735711,0.37920087,1.505196579,3.021905362,RESIDENTIAL,11,0,B,0.855409711,5
2951,0.804839651,0.25029613,0.437517274,1.480551517,RESIDENTIAL,9,17,E,0.586720696,0
2952,1.197631957,0.229618007,0.822479959,1.743899398,RESIDENTIAL,7,15,B,0.254626074,2
2953,1.786648744,0.3141018,1.265883336,2.521649227,RESIDENTIAL,10,57,B,0.598321756,3
2954,1.915421006,0.353879927,1.333528005,2.751226534,RESIDENTIAL,12,27,B,0.720492961,2
2955,1.356219372,0.246805312,0.949353523,1.937456322,RESIDENTIAL,5,27,B,0.688109176,4
2956,1.198827108,0.303418489,0.729996448,1.968758121,RESIDENTIAL,3,21,A,0.114228781,2
2957,1.912821334,0.543088014,1.096481635,3.33693273,BUSINESS,0,58,A,0.239139367,7
2958,0.238791855,0.174976385,0.056793114,1.004022239,COMMERCIAL,0,21,A,0.105543683,4
2959,0.410295873,0.299837051,0.097961165,1.718463668,COMMERCIAL,0,0,A,1.297585274,8
2960,2.089187938,0.623849608,1.163593693,3.751056976,BUSINESS,0,106,A,0.524170025,6
2961,1.075130473,0.23234935,0.703891478,1.642164411,BUSINESS,1,55,B,0,2
2962,1.279886016,0.322538943,0.781022249,2.097389948,BUSINESS,0,11,A,0.015634022,2
2963,0.561115315,0.252998418,0.231877286,1.357831994,GREENERY,0,0,E,0,0
2964,0.576588913,0.225134932,0.268229226,1.239442769,TRANSPORTATION,0,0,F,0.613771874,0
