layer,LU,FI,EE,V,OP,BS
3787,RESIDENTIAL,1,9,E,0,3
3788,RESIDENTIAL,1,4,B,430.308846,3
3789,RESIDENTIAL,13,59,B,1630.370955,7
3790,RESIDENTIAL,3,35,B,435.685692,5
3791,RESERVE,4,12,E,92.841625,6
3792,RESIDENTIAL,0,12,B,81.012746,0
3793,RESIDENTIAL,0,0,B,38.367331,0
3794,RESIDENTIAL,7,18,B,390.712491,5
3795,RESIDENTIAL,0,98,B,291.771863,5
3796,RESIDENTIAL,2,11,B,0,2
3797,RESIDENTIAL,10,47,A,0,6
3798,GREENERY,3,4,B,361.59671,3
3799,TRANSPORTATION,0,95,A,0,9
3800,TRANSPORTATION,2,250,B,29.240619,3
3801,COMMERCIAL,0,260,A,507.10091,8
3802,TRANSPORTATION,0,0,B,3905.033959,0
3803,GREENERY,0,4,F,1017.799659,0
3804,RESERVE,0,2,F,159.742519,0
3805,RESERVE,0,0,C,0,1
3806,RESERVE,0,0,C,204.713329,0
3807,RESERVE,0,1,D,1000.322536,0
3808,RESERVE,2,0,D,0,1
3809,GREENERY,0,0,G,0,1
3810,GREENERY,0,0,G,223.40147,0
3811,GREENERY,0,0,G,0,0
3843,BUSINESS,0,0,G,0,0
3844,BUSINESS,0,0,F,0,0
3845,BUSINESS,0,14,A,0,2
3846,BUSINESS,0,0,F,0,1
3847,BUSINESS,0,0,B,0,2
3848,TRANSPORTATION,0,0,B,0,1
3849,TRANSPORTATION,0,0,B,0,0
3850,BUSINESS,0,0,B,0,0
3854,BUSINESS,0,11,G,0,0
3855,BUSINESS,0,0,G,0,0
3857,BUSINESS,0,0,G,0,0
3858,BUSINESS,0,0,G,0,0
3859,BUSINESS,0,0,B,0,0
3860,BUSINESS,0,0,F,0,0
3861,BUSINESS,0,0,G,0,0
3862,BUSINESS,0,0,G,0,0
3863,BUSINESS,0,0,B,0,0
3864,BUSINESS,0,0,B,0,0
3865,BUSINESS,0,1,B,0,0
3866,BUSINESS,0,0,B,0,0
3867,BUSINESS,0,0,G,0,0
3875,TRANSPORTATION,0,0,G,0,0
3876,TRANSPORTATION,0,0,B,31.693685,0
3877,TRANSPORTATION,5,1,B,764.953407,6
3878,RESIDENTIAL,0,2,E,86.168801,6
3879,BUSINESS,0,5,B,0,6
3880,BUSINESS,0,46,D,0,2
3881,BUSINESS,0,14,E,0,6
3882,BUSINESS,0,6,A,557.352024,6
3883,RESIDENTIAL,0,0,D,0,1
3884,RESIDENTIAL,5,14,F,216.649553,5
3885,RESIDENTIAL,11,47,B,188.63865,3
3886,BUSINESS,9,11,B,849.725485,6
3887,RESIDENTIAL,3,27,B,1175.204802,7
3888,RESIDENTIAL,14,19,B,1297.692452,11
3889,RESIDENTIAL,5,15,B,382.432726,4
3890,RESIDENTIAL,38,116,B,182.611365,5
3891,RESIDENTIAL,7,10,B,168.410219,5
3892,TRANSPORTATION,6,73,B,263.116654,4
3893,TRANSPORTATION,12,78,A,501.492512,2
3894,TRANSPORTATION,1,191,A,625.993791,7
3895,COMMERCIAL,10,120,A,428.932681,8
3896,RESERVE,0,38,F,995.865588,4
3897,COMMERCIAL,0,122,A,1217.010686,3
3900,RESERVE,0,0,F,0,0
3901,RESERVE,0,0,D,0,0
3902,RESERVE,0,0,F,0,0
3903,RESERVE,0,0,D,0,0
3904,RESERVE,0,0,G,0,0
3940,BUSINESS,0,0,B,0,0
3941,BUSINESS,0,7,F,95.201092,0
3942,BUSINESS,0,0,F,0,0
3943,BUSINESS,0,0,F,0,0
3944,BUSINESS,0,4,B,0,0
3945,TRANSPORTATION,0,0,B,0,0
3946,TRANSPORTATION,0,0,C,0,0
3947,TRANSPORTATION,0,0,G,0,0
3952,BUSINESS,0,0,G,0,0
3953,BUSINESS,0,0,G,0,0
3954,BUSINESS,0,0,B,0,0
3955,BUSINESS,0,0,B,0,0
3956,BUSINESS,0,0,G,0,0
3957,BUSINESS,0,0,G,0,0
3958,BUSINESS,0,0,G,0,0
3959,BUSINESS,0,0,B,0,0
3960,BUSINESS,0,0,B,0,0
3961,BUSINESS,0,0,F,0,0
3962,BUSINESS,0,0,F,0,0
3963,BUSINESS,0,0,G,0,0
3964,TRANSPORTATION,0,0,G,0,0
3969,TRANSPORTATION,0,0,G,0,0
3970,TRANSPORTATION,0,0,G,0,0
3971,TRANSPORTATION,0,0,G,0,0
3972,TRANSPORTATION,0,0,G,0,0
3973,TRANSPORTATION,0,0,B,0,0
3974,TRANSPORTATION,0,0,B,0,0
3975,BUSINESS,0,12,B,0,4
3976,BUSINESS,0,20,A,217.792529,4
3977,GREENERY,0,1,D,0,4
3978,GREENERY,0,0,D,0,2
3979,RESIDENTIAL,0,0,E,0,0
3980,RESIDENTIAL,0,1,E,428.19057,1
3981,BUSINESS,5,155,B,375.377471,3
3982,BUSINESS,9,29,B,163.874525,4
3983,COMMERCIAL,6,57,B,133.625925,7
3984,RESIDENTIAL,26,176,B,74.8609,4
3985,RESIDENTIAL,11,100,E,320.606255,7
3986,RESIDENTIAL,16,98,E,0,3
3987,RESIDENTIAL,15,130,B,0,4
3988,RESIDENTIAL,3,36,B,771.198732,3
3989,RESIDENTIAL,14,148,E,384.473241,3
3990,TRANSPORTATION,2,351,B,882.113798,7
3991,COMMERCIAL,21,355,G,56.749921,3
3996,RESERVE,0,0,F,0,0
3997,RESERVE,0,0,F,0,0
3998,RESERVE,0,0,C,0,0
4034,BUSINESS,0,0,G,0,0
4035,BUSINESS,0,0,B,0,0
4036,BUSINESS,0,0,F,117.753525,0
4037,BUSINESS,0,1,F,0,0
4038,BUSINESS,0,1,F,0,0
4039,BUSINESS,0,0,B,0,0
4040,BUSINESS,0,0,B,0,0
4041,TRANSPORTATION,0,0,G,0,0
4042,TRANSPORTATION,0,0,G,0,0
4043,TRANSPORTATION,0,0,G,0,0
4046,BUSINESS,0,0,G,0,0
4047,BUSINESS,0,0,F,0,0
4048,BUSINESS,0,0,F,0,0
4049,BUSINESS,0,1,F,0,0
4050,BUSINESS,0,0,B,0,0
4051,BUSINESS,0,0,G,0,0
4052,BUSINESS,0,0,G,0,0
4053,BUSINESS,0,0,B,0,0
4054,BUSINESS,0,0,B,0,0
4055,BUSINESS,0,0,F,0,0
4056,BUSINESS,0,0,B,0,0
4057,BUSINESS,0,0,B,0,0
4058,BUSINESS,0,0,B,0,0
4059,TRANSPORTATION,0,2,B,0,0
4060,TRANSPORTATION,0,0,B,0,0
4061,TRANSPORTATION,0,0,B,0,0
4065,TRANSPORTATION,0,0,G,0,0
4066,TRANSPORTATION,0,0,B,0,0
4067,TRANSPORTATION,0,0,B,0,0
4068,TRANSPORTATION,0,0,B,0,0
4069,TRANSPORTATION,0,0,B,0,0
4070,TRANSPORTATION,0,0,B,0,0
4071,TRANSPORTATION,0,0,B,0,0
4072,TRANSPORTATION,0,0,B,1794.460455,7
4073,RESIDENTIAL,2,13,B,174.324122,6
4074,RESIDENTIAL,0,1,A,0,0
4075,RESIDENTIAL,0,1,B,0,0
4076,RESIDENTIAL,0,2,E,0,2
4077,RESIDENTIAL,0,17,E,0,3
4078,RESIDENTIAL,2,24,D,0,2
4079,GREENERY,1,16,D,198.069006,2
4080,TRANSPORTATION,3,29,E,569.719585,5
4081,TRANSPORTATION,9,35,E,646.560185,5
4082,RESIDENTIAL,14,53,E,560.215972,5
4083,TRANSPORTATION,6,31,A,468.612562,0
4084,COMMERCIAL,0,21,A,464.778314,2
4085,TRANSPORTATION,19,347,A,74.903076,7
4086,COMMERCIAL,6,491,A,0,3
4087,COMMERCIAL,5,318,B,0,6
4088,RESERVE,0,100,B,0,3
4089,RESERVE,0,88,F,339.879444,2
4090,GREENERY,0,0,F,126.434501,0
4091,GREENERY,0,1,B,0,2
4093,RESERVE,0,0,G,0,0
4094,RESERVE,0,0,G,0,0
4130,BUSINESS,0,0,G,0,0
4131,BUSINESS,0,0,F,0,0
4132,BUSINESS,0,1,B,0,0
4133,BUSINESS,0,0,B,0,0
4134,BUSINESS,0,0,F,223.444847,0
4135,BUSINESS,0,0,B,74.541281,0
4136,BUSINESS,0,0,B,0,0
4140,BUSINESS,0,0,G,0,0
4141,BUSINESS,0,0,G,0,0
4142,BUSINESS,0,1,B,0,0
4143,BUSINESS,0,0,F,0,0
4144,BUSINESS,0,0,F,0,0
4145,BUSINESS,0,0,B,0,0
4146,BUSINESS,0,0,F,0,0
4147,BUSINESS,0,0,G,0,0
4148,BUSINESS,0,0,B,0,0
4149,BUSINESS,0,0,B,0,0
4150,BUSINESS,0,0,B,0,0
4151,BUSINESS,0,0,B,0,0
4152,BUSINESS,0,0,B,0,0
4153,BUSINESS,0,0,B,0,1
4154,BUSINESS,0,1,B,0,0
4155,TRANSPORTATION,0,0,B,0,0
4156,TRANSPORTATION,0,0,B,0,0
4157,BUSINESS,0,0,B,0,0
4158,BUSINESS,0,0,B,0,0
4162,TRANSPORTATION,0,0,G,0,0
4163,TRANSPORTATION,0,0,B,0,0
4164,TRANSPORTATION,0,0,B,0,0
4165,TRANSPORTATION,0,22,B,0,0
4166,TRANSPORTATION,0,0,B,0,0
4167,TRANSPORTATION,0,0,G,0,0
4168,TRANSPORTATION,0,0,B,18.404031,0
4169,TRANSPORTATION,3,0,B,1019.64485,2
4170,TRANSPORTATION,0,60,B,1183.306677,4
4171,BUSINESS,2,32,B,1097.338184,2
4172,BUSINESS,0,76,B,191.87555,5
4173,RESERVE,0,15,D,0,0
4174,RESIDENTIAL,17,14,B,0,5
4175,GREENERY,11,4,D,0,4
4176,GREENERY,11,87,E,5.838335,5
4177,RESIDENTIAL,7,16,B,492.650135,5
4178,RESIDENTIAL,22,11,E,785.1362,1
4179,RESIDENTIAL,5,25,B,349.347762,5
4180,RESIDENTIAL,5,42,A,356.909465,6
4181,RESIDENTIAL,15,165,B,132.330757,5
4182,COMMERCIAL,2,316,A,0,5
4183,TRANSPORTATION,0,79,B,105.971186,3
4184,RESERVE,0,53,B,0,1
4185,RESERVE,0,0,F,0,2
4186,RESERVE,0,0,F,0,2
4187,RESERVE,0,0,F,0,0
4188,RESERVE,0,0,G,0,0
4225,BUSINESS,0,0,G,0,0
4226,BUSINESS,0,0,C,0,0
4227,BUSINESS,0,0,B,0,0
4228,BUSINESS,0,4,B,0,0
4229,BUSINESS,0,0,B,0,0
4230,BUSINESS,0,0,B,0,0
4231,BUSINESS,0,29,B,26.283575,0
4232,BUSINESS,0,0,B,0,0
4233,BUSINESS,0,0,G,0,0
4235,BUSINESS,0,0,G,0,0
4236,BUSINESS,0,0,G,0,0
4237,BUSINESS,0,0,F,0,0
4238,BUSINESS,0,0,B,0,0
4239,BUSINESS,0,0,B,0,0
4240,BUSINESS,0,0,B,0,0
4241,BUSINESS,0,0,B,0,0
4242,BUSINESS,0,0,F,0,0
4243,BUSINESS,0,3,B,0,0
4244,BUSINESS,0,0,B,0,0
4245,BUSINESS,0,0,B,0,0
4246,BUSINESS,0,0,B,0,0
4247,BUSINESS,0,0,B,0,0
4248,BUSINESS,0,1,B,0,0
4249,BUSINESS,0,0,B,0,0
4250,BUSINESS,0,0,F,0,0
4251,BUSINESS,0,0,B,0,0
4252,BUSINESS,0,1,B,0,0
4253,BUSINESS,0,0,B,0,0
4254,BUSINESS,0,0,B,0,0
4255,BUSINESS,0,0,G,0,0
4259,TRANSPORTATION,0,0,G,0,0
4260,TRANSPORTATION,0,0,B,0,0
4261,TRANSPORTATION,0,0,B,0,0
4262,TRANSPORTATION,0,0,B,0,0
4264,TRANSPORTATION,0,0,G,0,0
4265,TRANSPORTATION,0,0,B,0,0
4266,TRANSPORTATION,0,0,B,0,0
4267,RESERVE,0,2,B,11.366924,1
4268,TRANSPORTATION,0,35,B,985.593269,4
4269,RESIDENTIAL,0,5,B,1501.352713,3
4270,RESIDENTIAL,13,69,B,1662.749346,6
4271,GREENERY,1,7,E,641.407257,4
4272,GREENERY,0,5,D,0,1
4273,RESIDENTIAL,16,27,E,169.019853,7
4274,RESERVE,12,24,E,0,4
4275,RESERVE,0,1,B,2782.694044,3
4276,RESERVE,0,8,B,1196.097388,2
4277,RESERVE,3,45,B,1052.872355,5
4278,RESERVE,5,29,B,1624.715725,2
4279,RESERVE,0,0,B,1499.352516,1
4280,RESERVE,0,0,G,1171.203718,0
4281,RESERVE,0,2,F,0,0
4282,RESERVE,0,2,F,0,2
4283,RESERVE,0,0,G,0,0
4321,BUSINESS,0,0,G,0,0
4322,BUSINESS,0,0,C,0,0
4323,TRANSPORTATION,0,0,C,0,0
4324,BUSINESS,0,0,C,0,0
4325,BUSINESS,0,0,C,0,0
4326,BUSINESS,0,0,B,0,0
4327,BUSINESS,0,0,C,0,0
4328,BUSINESS,0,0,C,0,0
4329,BUSINESS,0,0,C,0,0
4331,BUSINESS,0,0,G,0,0
4332,BUSINESS,0,0,G,0,0
4333,BUSINESS,0,0,C,0,0
4334,BUSINESS,0,0,B,0,0
4335,BUSINESS,0,1,B,0,0
4336,BUSINESS,0,0,F,0,0
4337,BUSINESS,0,0,F,0,0
4338,BUSINESS,0,0,B,0,0
4339,BUSINESS,0,0,B,0,0
4340,BUSINESS,0,0,B,0,0
4341,BUSINESS,0,0,B,0,0
4342,BUSINESS,0,0,B,0,0
4343,BUSINESS,0,12,G,0,0
4344,BUSINESS,0,0,B,0,0
4345,BUSINESS,0,0,B,0,0
4346,BUSINESS,0,1,B,0,0
4347,BUSINESS,0,0,B,0,0
4348,BUSINESS,0,0,G,0,0
4349,BUSINESS,0,0,G,0,0
4357,TRANSPORTATION,0,0,G,0,0
4358,TRANSPORTATION,0,0,G,0,0
4360,TRANSPORTATION,0,0,G,0,0
4361,TRANSPORTATION,0,0,B,0,0
4362,TRANSPORTATION,0,0,B,0,0
4363,RESERVE,0,0,G,0,0
4364,GREENERY,0,1,D,0,1
4365,RESIDENTIAL,0,1,F,0,1
4366,RESIDENTIAL,0,7,F,0,0
4367,RESIDENTIAL,0,3,B,711.357274,0
4368,RESERVE,0,50,D,1623.777956,5
4369,GREENERY,0,3,E,1412.627951,3
4370,RESERVE,0,3,B,2209.85836,4
4371,RESERVE,0,0,B,0,0
4372,RESERVE,0,0,B,0,0
4373,RESERVE,0,0,B,0,0
4374,RESERVE,0,0,B,0,0
4375,RESERVE,0,0,B,0,0
4376,RESERVE,0,0,G,0,0
4377,RESERVE,0,2,G,0,1
4378,GREENERY,0,0,G,0,0
4417,BUSINESS,0,0,G,0,0
4418,BUSINESS,0,0,G,0,0
4419,TRANSPORTATION,0,0,G,0,0
4420,BUSINESS,0,0,G,0,0
4421,BUSINESS,0,0,B,0,0
4422,BUSINESS,0,0,B,0,0
4423,BUSINESS,0,0,G,0,0
4424,BUSINESS,0,0,G,0,0
4425,BUSINESS,0,0,G,0,0
4428,BUSINESS,0,0,G,0,0
4429,BUSINESS,0,0,C,0,0
4430,BUSINESS,0,1,B,0,0
4431,BUSINESS,0,0,B,0,0
4432,BUSINESS,0,1,B,0,0
4433,BUSINESS,0,0,B,0,0
4434,BUSINESS,0,0,B,0,0
4435,BUSINESS,0,0,G,0,0
4436,BUSINESS,0,0,G,0,0
4437,BUSINESS,0,0,A,0,0
4438,BUSINESS,0,1,B,0,0
4439,BUSINESS,0,0,B,0,0
4440,BUSINESS,0,0,B,0,0
4441,BUSINESS,0,0,G,0,0
4442,BUSINESS,0,0,G,0,0
4443,BUSINESS,0,0,B,0,0
4444,BUSINESS,0,0,G,0,0
4445,BUSINESS,0,0,G,0,0
4455,TRANSPORTATION,0,0,G,0,0
4456,TRANSPORTATION,0,0,B,0,0
4457,TRANSPORTATION,0,0,B,0,0
4458,TRANSPORTATION,0,0,G,0,0
4460,GREENERY,0,0,G,0,0
4461,GREENERY,0,0,G,0,0
4462,GREENERY,0,0,G,0,0
4463,RESIDENTIAL,0,2,G,0,0
4464,COMMERCIAL,0,70,G,0,1
4465,COMMERCIAL,0,178,G,1796.966481,0
4466,RESERVE,0,0,B,0,0
4467,RESERVE,0,0,B,0,0
4468,RESERVE,0,0,B,0,0
4469,RESERVE,0,0,G,0,0
4470,RESERVE,0,0,G,0,0
4471,RESERVE,0,0,G,0,0
4473,TRANSPORTATION,0,0,G,0,0
4474,TRANSPORTATION,0,0,G,0,0
4513,BUSINESS,0,0,G,0,0
4514,BUSINESS,0,0,B,0,0
4515,TRANSPORTATION,0,0,G,0,0
4524,BUSINESS,0,0,G,0,0
4525,BUSINESS,0,0,C,0,0
4526,BUSINESS,0,0,B,0,0
4527,BUSINESS,0,0,F,0,0
4528,BUSINESS,0,0,F,0,0
4529,BUSINESS,0,0,B,0,0
4530,BUSINESS,0,0,B,0,0
4531,BUSINESS,0,0,G,0,0
4532,BUSINESS,0,0,G,0,0
4533,BUSINESS,0,0,B,0,0
4534,BUSINESS,0,0,B,0,0
4535,BUSINESS,0,0,B,0,1
4536,BUSINESS,0,0,B,0,0
4537,BUSINESS,0,0,G,0,0
4538,BUSINESS,0,0,G,0,0
4539,BUSINESS,0,0,G,0,0
4551,TRANSPORTATION,0,0,G,0,0
4552,TRANSPORTATION,0,0,B,0,0
4553,TRANSPORTATION,0,0,B,0,0
4557,GREENERY,0,0,G,0,0
4558,GREENERY,0,11,G,0,0
4559,RESERVE,0,2,D,0,0
4560,RESERVE,0,68,A,0,0
4561,RESERVE,0,12,B,2260.762599,0
4562,RESERVE,0,6,G,0,0
4563,RESERVE,0,4,D,0,0
4564,RESERVE,0,0,B,0,0
4565,RESERVE,0,0,B,0,0
4609,BUSINESS,0,0,G,0,0
4610,BUSINESS,0,0,G,0,0
4611,TRANSPORTATION,0,0,C,0,0
4612,TRANSPORTATION,0,0,G,0,0
4613,TRANSPORTATION,0,0,G,0,0
4614,TRANSPORTATION,0,0,G,0,0
4615,TRANSPORTATION,0,0,G,0,0
4616,TRANSPORTATION,0,0,G,0,0
4617,TRANSPORTATION,0,0,G,0,0
4620,BUSINESS,0,0,G,0,0
4621,BUSINESS,0,0,B,0,0
4622,BUSINESS,0,2,C,0,0
4623,BUSINESS,0,0,F,0,0
4624,BUSINESS,0,0,F,0,0
4625,BUSINESS,0,0,F,0,0
4626,BUSINESS,0,0,F,0,0
4627,BUSINESS,0,0,G,0,0
4628,BUSINESS,0,0,G,0,0
4629,BUSINESS,0,0,C,0,0
4630,BUSINESS,0,1,B,0,0
4631,BUSINESS,0,0,G,0,0
4632,BUSINESS,0,0,G,0,0
4648,TRANSPORTATION,0,0,G,0,0
4649,TRANSPORTATION,0,0,G,0,0
4654,GREENERY,0,0,G,0,0
4655,COMMERCIAL,0,9,E,0,0
4656,GREENERY,0,70,E,1059.439064,0
4657,RESERVE,0,3,B,218.359882,1
4658,GREENERY,0,0,B,0,0
4659,GREENERY,0,0,G,0,0
4660,GREENERY,0,0,G,0,0
4661,GREENERY,0,0,G,0,0
4662,RESIDENTIAL,0,0,G,0,0
4663,RESIDENTIAL,0,0,G,0,0
4705,BUSINESS,0,0,G,0,0
4706,BUSINESS,0,0,B,0,0
4707,TRANSPORTATION,0,0,C,0,0
4708,TRANSPORTATION,0,0,C,0,0
4709,TRANSPORTATION,0,0,C,0,0
4710,TRANSPORTATION,0,0,G,0,0
4711,TRANSPORTATION,0,0,G,0,0
4712,TRANSPORTATION,0,0,G,0,0
4713,TRANSPORTATION,0,0,G,0,0
4717,BUSINESS,0,0,G,0,0
4718,BUSINESS,0,0,C,0,0
4719,BUSINESS,0,0,F,0,0
4720,BUSINESS,0,0,F,0,0
4721,BUSINESS,0,0,B,0,0
4722,BUSINESS,0,0,F,0,0
4723,BUSINESS,0,0,G,0,0
4724,BUSINESS,0,0,G,0,0
4725,BUSINESS,0,0,G,0,0
4751,RESERVE,0,0,G,0,0
4752,GREENERY,0,13,G,9.494961,0
4753,COMMERCIAL,0,12,E,0,0
4754,GREENERY,0,2,E,0,0
4755,RESERVE,0,0,D,0,0
4756,RESERVE,0,0,D,0,0
4757,GREENERY,0,16,F,0,0
4758,RESIDENTIAL,0,0,G,0,0
4759,RESIDENTIAL,0,0,G,0,0
4801,BUSINESS,0,0,G,0,0
4802,BUSINESS,0,9,B,0,0
4803,TRANSPORTATION,0,1,G,0,0
4804,TRANSPORTATION,0,0,G,0,0
4805,TRANSPORTATION,0,0,G,0,0
4806,TRANSPORTATION,0,0,G,0,0
4807,TRANSPORTATION,0,0,G,0,0
4808,TRANSPORTATION,0,0,G,0,0
4809,TRANSPORTATION,0,0,G,0,0
4813,BUSINESS,0,0,G,0,0
4814,BUSINESS,0,0,G,0,0
4815,BUSINESS,0,0,F,0,0
4816,BUSINESS,0,0,F,0,0
4817,BUSINESS,0,0,F,0,0
4818,BUSINESS,0,0,F,0,0
4819,BUSINESS,0,0,A,0,0
4849,COMMERCIAL,0,4,G,0,0
4850,COMMERCIAL,0,14,G,0,0
4851,GREENERY,0,0,F,0,0
4852,GREENERY,0,7,G,0,0
4854,RESIDENTIAL,0,0,G,0,0
4855,GREENERY,0,0,G,0,0
4856,GREENERY,0,0,G,0,0
4897,RESERVE,0,0,G,0,0
4898,RESERVE,0,3,G,0,0
4899,TRANSPORTATION,0,0,G,0,0
4900,TRANSPORTATION,0,0,G,0,0
4901,TRANSPORTATION,0,0,G,0,0
4902,TRANSPORTATION,0,0,G,0,0
4903,TRANSPORTATION,0,0,G,0,0
4904,TRANSPORTATION,0,0,G,0,0
4905,TRANSPORTATION,0,0,G,0,0
4906,TRANSPORTATION,0,0,G,0,0
4910,BUSINESS,0,0,G,0,0
4911,BUSINESS,0,0,F,0,0
4912,BUSINESS,0,0,F,0,0
4913,BUSINESS,0,0,F,0,0
4914,BUSINESS,0,0,F,0,0
4915,BUSINESS,0,0,A,0,0
4916,BUSINESS,0,0,G,0,0
4931,BUSINESS,0,0,B,0,0
4932,BUSINESS,0,0,B,0,0
4933,BUSINESS,0,0,G,0,0
4946,GREENERY,0,0,G,0,0
4947,GREENERY,0,0,G,0,0
4948,RESIDENTIAL,0,0,G,0,0
4949,RESIDENTIAL,0,0,G,0,0
4950,GREENERY,0,0,G,0,0
4951,GREENERY,0,0,G,0,0
4952,GREENERY,0,0,G,0,0
4993,RESERVE,0,0,G,0,0
4994,RESERVE,0,0,C,0,0
4995,TRANSPORTATION,0,0,G,0,0
4996,TRANSPORTATION,0,0,G,0,0
4997,TRANSPORTATION,0,0,G,0,0
4998,TRANSPORTATION,0,0,G,0,0
4999,TRANSPORTATION,0,0,G,0,0
5000,TRANSPORTATION,0,0,G,0,0
5001,TRANSPORTATION,0,0,G,0,0
5002,TRANSPORTATION,0,0,G,0,0
5006,BUSINESS,0,0,G,0,0
5007,TRANSPORTATION,0,0,B,0,0
5008,TRANSPORTATION,0,0,B,0,0
5009,BUSINESS,0,0,F,0,0
5010,BUSINESS,0,1,A,0,0
5011,BUSINESS,0,0,G,0,0
5022,BUSINESS,0,0,G,0,0
5023,BUSINESS,0,0,B,0,0
5024,BUSINESS,0,0,B,0,0
5025,BUSINESS,0,0,B,0,0
5026,BUSINESS,0,0,G,0,0
5027,BUSINESS,0,0,B,0,0
5028,BUSINESS,0,0,B,0,0
5029,BUSINESS,0,0,B,0,0
5030,BUSINESS,0,0,G,0,0
5043,GREENERY,0,0,G,0,0
5044,GREENERY,0,0,G,0,0
5046,GREENERY,0,0,G,0,0
5089,RESERVE,0,0,C,0,0
5090,RESERVE,0,0,C,0,0
5091,TRANSPORTATION,0,0,B,0,0
5092,TRANSPORTATION,0,0,G,0,0
5093,TRANSPORTATION,0,0,G,0,0
5094,TRANSPORTATION,0,0,G,0,0
5095,TRANSPORTATION,0,0,G,0,0
5096,TRANSPORTATION,0,0,G,0,0
5097,TRANSPORTATION,0,0,G,0,0
5098,TRANSPORTATION,0,0,G,0,0
5104,TRANSPORTATION,0,0,G,0,0
5105,BUSINESS,0,0,F,0,0
5106,BUSINESS,0,0,F,0,0
5119,BUSINESS,0,0,B,0,0
5120,BUSINESS,0,0,B,0,0
5121,BUSINESS,0,0,B,0,0
5122,BUSINESS,0,0,B,0,0
5123,BUSINESS,0,0,G,0,0
5124,BUSINESS,0,0,B,0,0
5125,BUSINESS,0,0,B,0,0
5126,BUSINESS,0,0,B,0,0
5127,BUSINESS,0,0,G,0,0
5140,GREENERY,0,0,G,0,0
5141,GREENERY,0,0,G,0,0
5142,RESERVE,0,0,G,0,0
5143,RESERVE,0,0,G,0,0
5144,RESERVE,0,0,G,0,0
5145,RESERVE,0,0,G,0,0
5185,RESERVE,0,0,C,0,0
5186,RESERVE,0,0,C,0,0
5187,TRANSPORTATION,0,0,G,0,0
5199,BUSINESS,0,0,G,0,0
5200,BUSINESS,0,0,B,0,0
5201,BUSINESS,0,0,G,0,0
5216,RESERVE,0,0,G,0,0
5217,RESERVE,0,0,G,0,0
5218,BUSINESS,0,0,G,0,0
5219,BUSINESS,0,0,G,0,0
5220,BUSINESS,0,0,B,0,0
5221,BUSINESS,0,0,G,0,0
5222,BUSINESS,0,0,G,0,0
5223,BUSINESS,0,0,G,0,0
5236,GREENERY,0,0,G,0,0
5237,GREENERY,0,0,G,0,0
5238,RESERVE,0,0,G,0,0
5239,RESERVE,0,0,G,0,0
5240,RESERVE,0,0,D,0,0
5241,GREENERY,0,0,G,0,0
5242,GREENERY,0,0,G,0,0
5281,RESERVE,0,0,G,0,0
5282,RESERVE,0,0,C,0,0
5283,TRANSPORTATION,0,0,G,0,0
5284,TRANSPORTATION,0,0,G,0,0
5285,TRANSPORTATION,0,0,G,0,0
5286,TRANSPORTATION,0,0,G,0,0
5287,TRANSPORTATION,0,0,G,0,0
5288,TRANSPORTATION,0,0,G,0,0
5289,TRANSPORTATION,0,0,G,0,0
5290,TRANSPORTATION,0,0,G,0,0
5291,TRANSPORTATION,0,0,G,0,0
5292,TRANSPORTATION,0,0,G,0,0
5295,BUSINESS,0,0,G,0,0
5296,BUSINESS,0,0,G,0,0
5312,RESERVE,0,0,G,0,0
5313,RESERVE,0,0,G,0,0
5314,RESERVE,0,0,G,0,0
5319,BUSINESS,0,0,G,0,0
5333,RESERVE,0,0,G,0,0
5334,RESERVE,0,0,G,0,0
5335,RESERVE,0,0,G,0,0
5336,GREENERY,0,0,D,0,0
5337,GREENERY,0,0,G,0,0
5338,GREENERY,0,0,G,0,0
