layer,LU,FI,EE,V,OP,BS
2354,RESIDENTIAL,0,0,D,160.701644,4
2355,RESIDENTIAL,7,11,B,0,4
2356,RESIDENTIAL,0,13,B,0,4
2357,TRANSPORTATION,1,5,B,296.354348,4
2358,GREENERY,2,4,F,215.766772,4
2359,GREENERY,5,62,F,703.533259,4
2360,RESIDENTIAL,6,82,B,1061.85374,5
2361,RESIDENTIAL,4,14,B,264.771444,3
2362,RESIDENTIAL,1,17,A,0,1
2363,RESIDENTIAL,0,85,A,0,5
2364,RESIDENTIAL,0,4,A,0,8
2365,RESIDENTIAL,0,1,A,0,0
2366,RESIDENTIAL,2,2,A,0,0
2367,RESIDENTIAL,2,37,B,0,6
2368,RESIDENTIAL,10,7,B,239.513074,6
2369,RESIDENTIAL,3,7,B,233.943329,4
2370,BUSINESS,0,0,B,118.681293,2
2371,TRANSPORTATION,0,0,B,1074.617321,2
2372,RESERVE,0,0,F,2.864107,1
2373,RESERVE,0,0,F,0,0
2374,RESERVE,0,0,D,0,0
2375,RESERVE,0,0,D,0,0
2376,BUSINESS,0,0,D,0,0
2377,BUSINESS,1,1,B,0,2
2378,RESIDENTIAL,0,12,F,0,4
2379,RESIDENTIAL,0,0,C,0,2
2380,GREENERY,1,0,C,1204.982299,0
2381,RESERVE,6,10,C,0,2
2382,RESIDENTIAL,22,39,B,0,4
2383,RESIDENTIAL,7,10,B,255.479488,3
2384,RESIDENTIAL,12,0,B,1133.673724,5
2385,RESIDENTIAL,0,0,B,0,5
2386,RESIDENTIAL,1,5,B,0,5
2387,RESERVE,0,2,E,0,2
2388,RESERVE,0,0,F,0,0
2389,TRANSPORTATION,0,0,B,0,0
2390,TRANSPORTATION,0,62,B,0,1
2391,TRANSPORTATION,0,0,B,0,0
2392,TRANSPORTATION,0,0,B,0,0
2393,TRANSPORTATION,0,0,C,0,0
2394,TRANSPORTATION,0,0,C,0,0
2395,TRANSPORTATION,0,0,C,0,0
2396,TRANSPORTATION,0,0,C,0,0
2397,RESERVE,0,1,D,151.840048,0
2398,RESERVE,0,0,B,0,0
2399,RESERVE,0,0,G,0,0
2400,RESERVE,0,0,G,0,0
2408,RESERVE,0,0,G,0,0
2410,RESERVE,0,0,D,0,0
2411,RESERVE,0,0,G,0,0
2412,RESERVE,0,0,D,0,0
2413,RESERVE,0,0,D,0,0
2414,RESERVE,0,0,G,0,0
2415,RESERVE,0,0,D,0,0
2416,RESERVE,0,0,D,0,0
2417,RESERVE,0,0,D,0,0
2418,RESERVE,0,0,D,0,0
2419,RESERVE,0,0,D,0,3
2420,RESERVE,0,1,D,0,3
2421,RESERVE,0,0,D,278.495676,2
2422,BUSINESS,0,0,D,0,0
2423,BUSINESS,0,0,F,0,0
2424,BUSINESS,0,0,C,20.495715,0
2425,BUSINESS,0,0,D,612.224437,0
2426,RESIDENTIAL,0,0,D,796.979695,4
2427,RESIDENTIAL,0,0,D,0,0
2428,RESIDENTIAL,0,0,D,0,0
2429,RESIDENTIAL,0,0,C,0,0
2430,RESIDENTIAL,0,8,C,0,4
2431,RESIDENTIAL,0,0,D,0,0
2432,RESIDENTIAL,2,7,B,0,4
2433,RESIDENTIAL,19,61,B,1001.051866,6
2434,GREENERY,0,0,D,0,0
2435,RESIDENTIAL,3,7,A,0,6
2436,RESIDENTIAL,1,6,E,0,4
2437,RESERVE,0,12,B,258.061642,5
2438,RESERVE,0,0,D,0,0
2439,RESERVE,0,0,D,0,0
2440,RESERVE,0,0,D,376.928845,0
2441,RESERVE,0,0,D,0,0
2442,RESERVE,0,0,D,0,0
2443,RESERVE,0,1,E,0,0
2444,RESERVE,0,0,D,0,0
2445,RESERVE,0,0,D,0,0
2446,RESERVE,0,0,D,0,0
2447,RESERVE,0,0,D,0,0
2448,GREENERY,0,9,F,0,0
2449,RESIDENTIAL,0,0,D,0,0
2450,RESIDENTIAL,0,1,E,153.629596,2
2451,RESIDENTIAL,17,19,B,0,3
2452,BUSINESS,0,22,B,0,1
2453,RESIDENTIAL,1,38,B,230.091798,6
2454,RESIDENTIAL,8,36,B,0,2
2455,GREENERY,3,0,F,1329.083728,3
2456,TRANSPORTATION,0,13,B,301.631109,5
2457,RESIDENTIAL,0,2,F,460.5294,0
2458,RESIDENTIAL,0,6,A,0,2
2459,RESIDENTIAL,1,8,A,140.285025,3
2460,RESIDENTIAL,19,12,B,287.737499,4
2461,RESIDENTIAL,0,7,A,0,2
2462,RESIDENTIAL,0,3,A,115.628868,2
2463,RESIDENTIAL,6,124,A,0,4
2464,RESIDENTIAL,17,43,A,141.358321,6
2465,BUSINESS,1,15,B,161.568955,6
2466,BUSINESS,0,2,B,0,0
2467,RESERVE,0,0,B,0,0
2468,RESERVE,0,0,F,0,0
2469,RESERVE,0,0,D,0,0
2470,RESERVE,0,0,D,0,0
2471,RESERVE,0,0,D,0,0
2472,BUSINESS,0,0,F,0,0
2473,RESIDENTIAL,1,2,B,0,4
2474,RESIDENTIAL,9,20,B,68.232717,6
2475,RESIDENTIAL,2,14,B,0,4
2476,GREENERY,18,20,F,1032.515069,3
2477,RESIDENTIAL,29,39,B,136.416383,5
2478,RESIDENTIAL,20,7,B,0,7
2479,RESIDENTIAL,4,11,B,313.115772,9
2480,RESIDENTIAL,2,9,B,883.63999,0
2481,RESIDENTIAL,2,0,B,0,3
2482,COMMERCIAL,0,6,B,0,2
2483,COMMERCIAL,1,0,B,0,1
2484,TRANSPORTATION,0,0,F,47.518736,0
2485,TRANSPORTATION,0,0,B,0,0
2486,TRANSPORTATION,0,8,B,0,1
2487,TRANSPORTATION,0,0,B,0,0
2488,TRANSPORTATION,0,0,F,0,0
2489,TRANSPORTATION,0,0,C,0,0
2490,TRANSPORTATION,0,0,C,0,0
2491,TRANSPORTATION,0,0,C,0,0
2492,TRANSPORTATION,0,0,C,0,0
2493,RESERVE,0,0,D,0,0
2494,RESERVE,0,0,D,0,0
2495,RESERVE,0,0,B,0,0
2496,RESERVE,0,0,G,0,0
2503,COMMERCIAL,0,0,G,547.139461,0
2505,RESERVE,0,0,G,0,0
2506,RESERVE,0,0,D,0,0
2507,RESERVE,0,0,D,0,0
2508,RESERVE,0,0,C,0,0
2509,RESERVE,0,0,D,0,0
2510,RESERVE,0,0,D,0,0
2511,RESERVE,0,0,D,0,0
2512,RESERVE,0,0,D,0,0
2513,RESERVE,0,8,D,0,1
2514,COMMERCIAL,0,35,E,0,2
2515,COMMERCIAL,0,11,E,0,1
2516,BUSINESS,0,2,D,0,0
2517,RESIDENTIAL,2,0,B,296.717279,0
2518,RESIDENTIAL,7,26,B,0,2
2519,BUSINESS,8,8,F,0,6
2520,BUSINESS,0,4,A,0,0
2521,RESIDENTIAL,6,11,B,0,1
2522,RESIDENTIAL,9,28,B,0,3
2523,RESIDENTIAL,17,19,B,0,2
2524,RESIDENTIAL,1,13,B,708.294191,4
2525,RESIDENTIAL,1,0,E,0,0
2526,RESIDENTIAL,0,4,D,0,1
2527,RESIDENTIAL,0,5,B,0,2
2528,RESIDENTIAL,1,12,B,0,4
2529,GREENERY,4,20,D,873.862913,4
2530,RESIDENTIAL,7,23,B,0,8
2531,RESIDENTIAL,9,0,D,0,4
2532,RESIDENTIAL,0,0,D,0,0
2533,RESIDENTIAL,0,0,D,0,2
2534,RESERVE,0,0,D,0,0
2535,RESERVE,0,0,D,0,0
2536,RESERVE,0,0,D,0,0
2537,RESERVE,0,0,E,181.553081,0
2538,RESERVE,0,0,D,0,0
2539,RESERVE,0,0,D,0,0
2540,RESERVE,0,0,D,0,0
2541,RESERVE,0,0,D,0,0
2542,RESERVE,0,0,D,0,0
2543,RESERVE,0,0,D,0,0
2544,RESERVE,0,0,D,0,0
2545,RESIDENTIAL,0,0,D,0,0
2546,RESERVE,0,0,D,0,0
2547,RESIDENTIAL,1,61,A,172.510586,1
2548,RESIDENTIAL,6,102,B,0,8
2549,RESIDENTIAL,0,11,B,249.933983,2
2550,RESIDENTIAL,0,18,B,14.695349,3
2551,RESIDENTIAL,0,2,F,1031.425706,3
2552,TRANSPORTATION,0,1,A,106.825406,0
2553,RESIDENTIAL,0,7,B,613.176258,0
2554,RESIDENTIAL,3,0,B,110.24447,5
2555,RESIDENTIAL,14,27,B,193.627522,5
2556,RESIDENTIAL,11,52,B,330.684295,4
2557,RESIDENTIAL,3,33,B,2709.942692,8
2558,RESIDENTIAL,4,9,B,0,2
2559,RESIDENTIAL,12,72,B,112.42004,3
2560,RESIDENTIAL,13,92,B,253.449026,8
2561,BUSINESS,0,15,B,0,2
2562,BUSINESS,0,0,B,0,1
2563,RESERVE,0,0,F,0,0
2564,RESERVE,0,0,B,0,0
2565,RESERVE,0,0,D,0,0
2566,RESERVE,0,0,F,0,0
2568,BUSINESS,0,0,B,0,1
2569,RESIDENTIAL,6,14,B,0,6
2570,RESIDENTIAL,13,23,B,0,3
2571,RESIDENTIAL,6,96,B,0,4
2572,COMMERCIAL,15,247,A,1114.24078,7
2573,RESIDENTIAL,25,17,B,203.228897,8
2574,RESIDENTIAL,33,79,B,394.159926,4
2575,RESIDENTIAL,6,26,B,51.130731,5
2576,RESIDENTIAL,14,27,B,1251.050999,3
2577,BUSINESS,0,1,B,385.016082,5
2578,BUSINESS,1,0,A,0,2
2579,TRANSPORTATION,0,1,F,0,0
2580,TRANSPORTATION,0,0,B,0,0
2581,TRANSPORTATION,0,87,B,0,0
2582,TRANSPORTATION,0,86,B,0,1
2583,TRANSPORTATION,0,0,B,0,0
2584,TRANSPORTATION,0,0,C,0,0
2585,TRANSPORTATION,0,0,C,0,0
2586,TRANSPORTATION,0,0,C,0,0
2587,TRANSPORTATION,0,0,C,0,0
2588,RESERVE,0,0,D,0,0
2589,RESERVE,0,0,C,0,0
2590,RESERVE,0,0,C,0,0
2591,RESERVE,0,0,C,0,0
2592,RESERVE,0,0,G,0,0
2599,COMMERCIAL,0,1,B,3039.52468,0
2602,RESERVE,0,0,G,0,0
2603,RESERVE,0,0,D,0,0
2604,RESERVE,0,0,D,0,0
2605,RESERVE,0,0,D,0,0
2606,RESERVE,0,0,D,0,0
2607,RESERVE,0,0,D,0,0
2608,RESERVE,0,0,D,0,1
2609,COMMERCIAL,0,89,E,0,3
2610,COMMERCIAL,0,1,A,0,3
2611,COMMERCIAL,0,2,B,0,1
2612,BUSINESS,2,17,B,305.694625,2
2613,RESIDENTIAL,7,36,B,0,8
2614,RESIDENTIAL,6,27,B,0,6
2615,RESIDENTIAL,5,0,E,0,0
2616,RESIDENTIAL,7,17,E,168.004858,10
2617,RESIDENTIAL,17,16,E,125.781161,5
2618,RESIDENTIAL,7,143,B,0,7
2619,RESIDENTIAL,27,93,B,0,5
2620,RESIDENTIAL,3,23,B,366.906565,4
2621,RESIDENTIAL,11,11,B,168.845979,3
2622,RESIDENTIAL,0,1,B,420.914711,5
2623,RESIDENTIAL,7,87,B,0,5
2624,RESIDENTIAL,14,18,B,579.522386,8
2625,RESIDENTIAL,11,92,B,910.554798,5
2626,RESIDENTIAL,14,57,B,287.740895,6
2627,RESIDENTIAL,10,33,D,69.010034,4
2628,GREENERY,1,1,D,0,2
2629,GREENERY,0,1,D,137.091792,5
2630,RESIDENTIAL,0,1,B,0,0
2631,RESERVE,0,0,D,0,0
2632,RESERVE,0,6,D,0,0
2633,RESIDENTIAL,0,0,D,0,0
2634,TRANSPORTATION,0,0,E,1443.691003,0
2635,RESIDENTIAL,0,0,D,492.537249,0
2636,RESERVE,0,0,D,0,0
2637,GREENERY,0,0,D,0,0
2638,GREENERY,0,0,F,0,0
2639,RESERVE,0,0,D,0,0
2640,RESERVE,0,0,D,0,0
2641,RESERVE,0,0,D,0,0
2642,RESERVE,0,0,D,0,0
2643,RESERVE,0,0,D,0,0
2644,RESIDENTIAL,5,1,B,141.279917,2
2645,BUSINESS,0,19,B,161.541847,4
2646,RESIDENTIAL,0,12,A,134.33113,3
2647,RESIDENTIAL,18,154,B,0,6
2648,RESIDENTIAL,16,17,B,0,4
2649,RESIDENTIAL,0,5,B,301.984681,1
2650,RESIDENTIAL,0,7,A,108.816952,1
2651,RESIDENTIAL,9,49,A,0,4
2652,RESIDENTIAL,3,137,B,2514.028922,10
2653,RESIDENTIAL,12,27,B,89.595106,3
2654,RESIDENTIAL,0,1,B,163.846192,4
2655,RESIDENTIAL,4,18,C,0,0
2656,TRANSPORTATION,1,2,F,30.109429,5
2657,BUSINESS,0,9,B,0,0
2658,RESERVE,0,0,B,0,3
2659,RESERVE,0,0,F,0,0
2660,RESERVE,0,0,D,0,0
2661,RESERVE,0,0,E,0,0
2662,RESERVE,0,0,F,0,0
2664,RESIDENTIAL,1,1,B,50.832449,2
2665,COMMERCIAL,9,72,B,403.407987,6
2666,RESIDENTIAL,21,105,B,0,6
2667,RESIDENTIAL,9,45,B,320.531297,5
2668,RESIDENTIAL,5,32,B,219.043958,3
2669,RESIDENTIAL,16,10,B,1452.371729,3
2670,RESIDENTIAL,16,21,A,333.93623,5
2671,RESIDENTIAL,8,1,B,472.184034,3
2672,RESIDENTIAL,1,0,A,497.033619,2
2673,BUSINESS,0,1,B,2081.85456,4
2674,BUSINESS,1,12,B,0,2
2675,TRANSPORTATION,0,0,F,0,0
2676,TRANSPORTATION,0,0,B,0,0
2677,TRANSPORTATION,0,0,B,0,2
2678,TRANSPORTATION,0,0,B,0,0
2679,TRANSPORTATION,0,0,C,0,0
2680,TRANSPORTATION,0,0,C,0,0
2681,TRANSPORTATION,0,0,C,0,0
2682,TRANSPORTATION,0,0,C,0,0
2683,TRANSPORTATION,0,0,C,0,0
2684,RESERVE,0,0,D,0,0
2685,RESERVE,0,0,C,0,0
2686,RESERVE,0,0,C,0,0
2687,RESERVE,0,0,G,0,0
2695,GREENERY,0,0,G,307.115847,0
2696,RESERVE,0,0,B,678.733063,6
2697,GREENERY,0,0,F,231.27396,0
2699,RESERVE,0,0,D,0,0
2700,RESERVE,0,0,D,0,0
2701,RESERVE,0,0,D,0,0
2702,RESERVE,0,0,D,0,0
2703,RESERVE,0,0,D,0,0
2704,RESERVE,0,0,C,0,0
2705,COMMERCIAL,0,10,D,0,1
2706,COMMERCIAL,0,2,A,0,1
2707,COMMERCIAL,3,18,B,491.662326,4
2708,RESIDENTIAL,12,26,B,644.051783,8
2709,RESIDENTIAL,12,37,B,84.218798,7
2710,RESIDENTIAL,11,11,B,0,8
2711,RESIDENTIAL,11,26,B,293.896941,7
2712,RESIDENTIAL,15,38,E,0,4
2713,RESIDENTIAL,9,104,B,903.617493,8
2714,RESIDENTIAL,8,16,B,1352.41088,4
2717,RESIDENTIAL,4,18,B,831.945841,10
2718,RESIDENTIAL,6,68,B,1331.844974,5
2719,RESIDENTIAL,8,26,B,353.927152,1
2720,RESIDENTIAL,11,8,B,2173.579206,4
2721,BUSINESS,4,49,B,22.357911,2
2722,RESIDENTIAL,1,30,B,137.528064,5
2723,RESIDENTIAL,5,19,D,343.436584,4
2724,RESERVE,0,0,D,0,0
2725,RESIDENTIAL,0,5,B,0,5
2726,RESIDENTIAL,9,29,A,618.402911,3
2727,RESIDENTIAL,3,65,D,1495.736002,1
2728,RESERVE,0,0,D,1506.646305,0
2729,RESIDENTIAL,0,0,E,477.111984,0
2730,RESIDENTIAL,0,11,E,0,0
2731,RESIDENTIAL,0,3,E,0,0
2732,RESIDENTIAL,0,0,D,0,0
2733,GREENERY,0,0,F,0,0
2734,GREENERY,0,0,F,0,0
2735,GREENERY,0,0,G,0,0
2740,RESERVE,0,0,D,2660.31941,3
2741,COMMERCIAL,0,17,E,1897.144451,6
2742,RESIDENTIAL,2,16,B,1537.181113,3
2743,RESIDENTIAL,11,62,B,1200.754394,6
2744,RESIDENTIAL,10,33,B,2812.149658,2
2745,TRANSPORTATION,0,13,B,2285.851132,3
2746,RESIDENTIAL,0,0,B,248.94526,2
2747,RESIDENTIAL,0,1,B,336.742709,4
2748,RESIDENTIAL,0,10,B,2178.918456,5
2749,RESIDENTIAL,3,1,B,186.32689,6
2750,RESIDENTIAL,0,18,B,285.958435,7
2751,RESIDENTIAL,0,17,C,392.600216,1
2752,RESERVE,0,3,B,1529.588837,3
2753,BUSINESS,0,1,B,801.741427,0
2754,RESERVE,0,2,F,0,3
2755,RESERVE,0,0,B,0,0
2756,RESERVE,0,0,D,0,0
2757,RESERVE,0,0,D,0,0
2758,RESERVE,0,0,F,1691.598111,0
2761,COMMERCIAL,0,0,G,107.010902,0
2762,RESIDENTIAL,4,0,A,151.060573,2
2763,RESIDENTIAL,2,21,B,0,2
2764,BUSINESS,6,80,B,231.602023,0
2765,RESIDENTIAL,7,1,E,807.181165,1
2766,RESIDENTIAL,45,88,B,1321.092792,7
2767,RESIDENTIAL,18,2,B,0,8
2768,RESIDENTIAL,3,1,A,0,2
2769,BUSINESS,0,15,A,591.389573,0
2770,BUSINESS,0,7,B,68.208772,2
2771,TRANSPORTATION,0,0,C,0,0
2772,TRANSPORTATION,0,1,B,0,1
2773,TRANSPORTATION,0,9,B,0,0
2774,TRANSPORTATION,0,0,B,0,0
2775,TRANSPORTATION,0,0,C,0,0
2776,TRANSPORTATION,0,0,C,0,0
2777,TRANSPORTATION,0,0,C,0,0
2778,TRANSPORTATION,0,0,C,0,0
2779,RESERVE,0,0,E,0,0
2780,RESERVE,0,0,C,0,0
2781,RESERVE,0,0,C,0,0
2782,RESERVE,0,0,C,0,0
2783,RESERVE,0,0,G,0,0
2791,GREENERY,0,5,F,530.233788,1
2792,RESERVE,0,0,F,382.265476,3
2793,TRANSPORTATION,0,1,B,0,1
2794,GREENERY,0,0,F,107.77591,2
2796,RESERVE,0,0,D,0,0
2797,RESERVE,0,0,D,0,0
2798,RESERVE,0,0,D,0,0
2799,RESERVE,0,0,D,0,0
2800,RESERVE,0,0,D,0,0
2801,RESERVE,0,0,D,291.457159,2
2802,RESERVE,0,7,F,0,0
2803,RESIDENTIAL,3,14,B,0,5
2804,RESIDENTIAL,13,23,B,93.94526,6
2805,RESIDENTIAL,14,18,B,1004.27197,12
2806,RESIDENTIAL,15,1,B,1191.857763,6
2807,RESIDENTIAL,12,190,B,1503.738716,4
2808,BUSINESS,3,11,B,1209.81799,4
2809,BUSINESS,1,2,B,275.816287,2
2810,RESIDENTIAL,8,16,B,0,5
2811,GREENERY,4,0,C,0,7
2813,GREENERY,0,1,F,701.37142,2
2814,RESIDENTIAL,18,33,B,1922.708626,4
2815,RESIDENTIAL,16,9,B,1423.300487,7
2816,RESIDENTIAL,2,27,B,870.354308,2
2817,BUSINESS,1,16,B,703.074948,0
2818,BUSINESS,1,62,B,0,5
2819,BUSINESS,1,27,B,0,3
2820,RESERVE,0,0,D,0,5
2821,RESIDENTIAL,0,7,B,0,6
2822,RESIDENTIAL,3,34,A,0,4
2823,TRANSPORTATION,3,121,B,2512.36682,3
2824,RESIDENTIAL,1,0,E,42.658184,0
2825,RESIDENTIAL,0,0,E,0,0
2826,RESIDENTIAL,0,31,E,0,0
2827,RESIDENTIAL,0,0,E,0,0
2828,RESIDENTIAL,0,0,D,0,0
2829,RESIDENTIAL,0,0,D,872.347316,0
2830,RESIDENTIAL,0,8,D,72.000621,0
2831,GREENERY,0,0,D,0,0
2832,RESERVE,0,0,D,128.335575,2
2833,GREENERY,0,0,D,493.805476,2
2834,GREENERY,0,0,D,762.787874,2
2835,RESIDENTIAL,0,1,E,512.7504,2
2836,RESIDENTIAL,0,6,E,1127.92427,3
2837,RESIDENTIAL,0,9,B,100.562836,5
2838,RESIDENTIAL,21,105,A,0,6
2839,RESIDENTIAL,15,73,B,91.984208,6
2840,RESIDENTIAL,16,116,B,150.917304,7
2841,RESIDENTIAL,10,14,B,151.155149,4
2842,RESERVE,0,0,B,2207.371054,0
2843,RESIDENTIAL,0,3,E,0,0
2844,GREENERY,0,0,D,424.03786,5
2845,COMMERCIAL,0,9,E,0,0
2846,COMMERCIAL,0,16,B,353.885224,1
2847,TRANSPORTATION,1,48,B,1246.306991,4
2848,BUSINESS,0,18,B,175.125501,2
2849,BUSINESS,0,0,B,1231.297205,3
2850,RESERVE,0,8,B,823.767187,1
2851,RESERVE,0,2,D,585.376779,0
2852,RESERVE,0,22,D,1070.918005,0
2853,BUSINESS,2,22,B,1212.587551,0
2854,BUSINESS,0,0,D,300.039358,3
2858,RESIDENTIAL,0,3,G,176.922628,4
2859,RESIDENTIAL,0,8,B,0,0
2860,BUSINESS,0,27,B,0,0
2861,TRANSPORTATION,0,29,A,670.484705,6
2862,RESIDENTIAL,7,13,B,394.69257,2
2863,RESIDENTIAL,4,0,B,713.121472,1
2864,COMMERCIAL,0,16,B,0,4
2865,BUSINESS,0,1,F,396.376852,0
2866,BUSINESS,0,0,F,155.067707,0
2867,TRANSPORTATION,0,0,C,287.724373,0
2868,TRANSPORTATION,0,0,C,962.936907,1
2869,TRANSPORTATION,0,55,A,0,0
2870,TRANSPORTATION,0,0,B,0,0
2871,TRANSPORTATION,0,0,C,0,0
2872,TRANSPORTATION,0,0,C,0,0
2873,TRANSPORTATION,0,0,C,0,0
2874,TRANSPORTATION,0,0,C,0,0
2875,RESERVE,0,0,D,0,0
2876,RESERVE,0,0,C,0,0
2877,RESERVE,0,0,C,0,0
2878,RESERVE,0,0,C,0,0
2886,BUSINESS,0,0,G,0,0
2887,BUSINESS,0,0,B,1080.2774,3
2888,BUSINESS,0,0,B,36.572388,0
2889,BUSINESS,0,6,B,0,6
2890,BUSINESS,0,2,A,0,2
2891,GREENERY,0,1,F,0,2
2892,RESERVE,0,0,F,0,0
2893,RESERVE,0,0,D,0,0
2894,RESERVE,0,0,D,0,0
2895,RESERVE,0,0,B,0,0
2896,RESERVE,0,0,B,139.017306,0
2897,RESERVE,0,0,D,0,0
2898,RESERVE,0,0,D,0,0
2899,RESERVE,0,0,B,201.666627,0
2900,RESIDENTIAL,2,0,B,1391.142541,6
2901,RESIDENTIAL,13,43,B,0,6
2902,RESIDENTIAL,5,32,B,0,3
2903,BUSINESS,2,7,B,126.735018,5
2904,BUSINESS,1,24,B,0,8
2905,BUSINESS,0,3,A,0,2
2906,RESIDENTIAL,1,138,A,0,6
2907,RESIDENTIAL,9,0,B,0,6
2908,GREENERY,0,0,F,0,0
2909,GREENERY,0,3,G,0,2
2910,RESIDENTIAL,3,63,B,393.837494,6
2911,RESERVE,3,315,B,3094.846573,4
2912,BUSINESS,0,70,A,732.723442,2
2913,BUSINESS,0,12,F,141.916821,4
2914,TRANSPORTATION,0,12,B,227.322102,3
2915,TRANSPORTATION,0,18,B,2202.141884,2
2916,RESERVE,0,0,E,1231.480474,1
2917,RESIDENTIAL,2,7,B,0,2
2918,RESIDENTIAL,0,0,E,47.00838,0
2919,COMMERCIAL,0,8,E,809.935735,2
2920,RESIDENTIAL,0,16,D,356.604646,4
2921,RESIDENTIAL,2,12,E,258.388696,2
2922,RESIDENTIAL,0,2,E,326.440908,2
2923,RESIDENTIAL,0,2,E,0,0
2924,RESIDENTIAL,0,0,A,0,0
2925,RESIDENTIAL,1,0,E,0,0
2926,RESIDENTIAL,1,2,B,0,0
2927,RESIDENTIAL,0,0,E,0,0
2928,RESIDENTIAL,0,0,D,522.53944,3
2929,GREENERY,0,0,D,266.095141,0
2930,GREENERY,0,0,D,0,0
2931,RESIDENTIAL,0,0,E,0,0
2932,RESIDENTIAL,0,1,E,183.479145,4
2933,RESIDENTIAL,0,9,B,139.772996,1
2934,RESIDENTIAL,12,31,B,96.08705,6
2935,RESIDENTIAL,23,117,B,0,7
2936,RESIDENTIAL,12,21,B,251.23724,9
2937,RESIDENTIAL,9,106,B,0,6
2938,RESIDENTIAL,11,11,B,1778.295493,3
2939,RESIDENTIAL,12,16,B,211.69446,3
2940,RESIDENTIAL,0,9,F,120.17375,2
2941,RESIDENTIAL,2,28,A,0,4
2942,RESIDENTIAL,11,17,A,0,0
2943,BUSINESS,4,78,B,189.559588,3
2944,BUSINESS,0,73,F,243.344225,5
2945,BUSINESS,0,39,A,0,2
2946,BUSINESS,0,10,A,628.032983,5
2947,BUSINESS,0,58,B,329.407092,3
2948,BUSINESS,2,43,B,294.012515,7
2949,RESIDENTIAL,23,73,B,276.812583,4
2950,RESIDENTIAL,11,0,B,855.409711,5
2951,RESIDENTIAL,9,17,E,586.720696,0
2952,RESIDENTIAL,7,15,B,254.626074,2
2953,RESIDENTIAL,10,57,B,598.321756,3
2954,RESIDENTIAL,12,27,B,720.492961,2
2955,RESIDENTIAL,5,27,B,688.109176,4
2956,RESIDENTIAL,3,21,A,114.228781,2
2957,BUSINESS,0,58,A,239.139367,7
2958,COMMERCIAL,0,21,A,105.543683,4
2959,COMMERCIAL,0,0,A,1297.585274,8
2960,BUSINESS,0,106,A,524.170025,6
2961,BUSINESS,1,55,B,0,2
2962,BUSINESS,0,11,A,15.634022,2
2963,GREENERY,0,0,E,0,0
2964,TRANSPORTATION,0,0,F,613.771874,0
2965,TRANSPORTATION,0,0,B,0,0
2966,TRANSPORTATION,0,0,F,0,0
2967,TRANSPORTATION,0,0,C,0,0
2968,TRANSPORTATION,0,0,C,0,0
2969,TRANSPORTATION,0,0,C,0,0
2970,TRANSPORTATION,0,0,C,0,0
2971,RESERVE,0,0,C,0,0
2972,RESERVE,0,0,C,0,0
2973,RESERVE,0,0,C,165.664519,0
2974,RESERVE,0,0,G,0,0
2982,BUSINESS,0,1,G,0,0
2983,BUSINESS,0,1,A,28.102632,3
2984,BUSINESS,0,14,A,2433.230666,4
2985,BUSINESS,0,0,A,243.423869,2
2986,BUSINESS,3,12,B,0,2
2987,BUSINESS,0,12,A,0,3
2988,GREENERY,0,1,F,0,1
2989,GREENERY,0,0,F,0,0
2990,RESERVE,0,0,F,0,0
2991,RESERVE,0,0,B,0,0
2992,BUSINESS,0,0,A,936.185472,2
2993,RESERVE,0,10,B,0,2
2994,RESERVE,0,16,B,0,3
2995,BUSINESS,0,13,B,1179.913273,3
2996,BUSINESS,0,8,B,0,0
2997,BUSINESS,0,25,A,115.021323,5
2998,BUSINESS,0,11,F,0,4
2999,BUSINESS,0,1,B,0,4
3000,BUSINESS,0,4,A,0,2
3001,BUSINESS,0,1,A,0,2
3002,BUSINESS,2,1,B,0,4
3003,RESIDENTIAL,2,12,C,0,10
3004,GREENERY,0,0,G,0,0
3005,RESERVE,0,0,F,0,0
3006,RESERVE,0,3,F,352.270985,2
3007,RESERVE,1,3,B,1652.1756,3
3008,TRANSPORTATION,2,70,B,1663.17966,4
3009,TRANSPORTATION,0,14,B,623.481659,0
3010,TRANSPORTATION,0,0,B,32.496593,1
3011,TRANSPORTATION,0,1,B,0,3
3012,RESIDENTIAL,0,0,E,710.584877,0
3013,RESIDENTIAL,0,0,E,0,1
3014,COMMERCIAL,0,64,B,0,0
3015,RESIDENTIAL,0,24,D,303.047565,3
3016,RESIDENTIAL,0,0,D,0,0
3017,RESIDENTIAL,0,0,E,0,0
3018,RESIDENTIAL,0,11,E,0,1
3019,RESIDENTIAL,1,42,E,514.058624,6
3020,RESIDENTIAL,0,14,B,260.119884,2
3021,COMMERCIAL,0,35,B,0,1
3022,RESIDENTIAL,0,7,A,0,0
3023,RESIDENTIAL,0,3,E,246.314751,2
3024,RESIDENTIAL,0,3,E,146.889697,0
3025,GREENERY,0,0,D,0,0
3026,RESIDENTIAL,0,0,E,0,0
3027,RESIDENTIAL,0,0,E,0,0
3028,RESIDENTIAL,0,1,E,5.706776,1
3029,RESIDENTIAL,4,17,B,2269.96481,4
3030,RESIDENTIAL,5,18,B,1409.736388,6
3031,TRANSPORTATION,12,85,B,580.671863,3
3032,RESIDENTIAL,5,8,B,767.094573,3
3033,RESIDENTIAL,7,29,B,1484.060137,2
3034,TRANSPORTATION,0,20,B,4775.223401,0
3035,TRANSPORTATION,16,64,B,1363.39715,9
3036,RESIDENTIAL,2,9,A,96.417996,5
